Subject,Included,Session,Item_ID,Item,Onset,Size,Value,Confidence,Match,Familiarity,Consumption_rate,RT1,RT2,Age,Years_in_UK,Grams,Energy,Fat,of_which_saturates,Carbohydrate,of_which_sugars,Fibre,Protein,Salt,Size1,Size2,Size3,Real_price,Assigned_price 
7,1,2,59,59_sour_patch_kids_1.png,186.3,       NaN,1.453333,4.7,NaN,3,2,3.9493,1.683,29,29,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,1.9
7,1,2,37,37_dairy_milk_fruit_and_nut_1.png,190.6,       NaN,2.48,2.85,NaN,3,2,3.7161,1.933,29,29,110,495,26,14.5,55.5,54.5,1.3,8.3,0.2,19,8,1,£1.50 ,1.5
7,1,2,31,31_nuts_raisins_1.png,194.7,       NaN,3.16,5.7,NaN,3,2,2.716,2.183,29,29,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,1.2
7,1,2,46,46_toblerone_1.png,198.6,       NaN,2.346667,NaN,3.15,3,2,1.9662,1.083,29,29,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,3.5
7,1,2,13,13_lindt_vanilla_1.png,202.8,       NaN,1.64,NaN,4.4,2,2,3.9826,1.1165,29,29,100,571,36,22,57,57,NA,4.8,0,9,19,1,£1.99 ,1.8
7,1,2,18,18_jacobs_mini_cheddars_1.png,206.9,       NaN,2.653333,3.95,NaN,3,2,3.4161,1.1328,29,29,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,0.65
7,1,2,26,26_mms_peanut_1.png,210.8,       NaN,3,NaN,4.7,3,2,2.8993,1.583,29,29,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,1.8
7,1,2,61,61_cadbury_fingers_1.png,215.1,       NaN,2.36,NaN,3.1,3,2,3.316,0.91641,29,29,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,0.99
7,1,2,52,52_walkers_french_fries_1.png,219.3,       NaN,2.053333,NaN,3.15,3,2,1.2161,0.81636,29,29,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.7
7,1,2,58,58_picnic_1.png,223.3,       NaN,2.786667,5.35,NaN,3,2,1.4994,3.0163,29,29,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.7
7,1,2,23,23_twix_1.png,227.5,       NaN,2.706667,4.85,NaN,3,2,2.6328,1.5997,29,29,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,0.65
7,1,2,20,20_sour_cream_and_chive_rice_crisps_1.png,231.6,       NaN,2.733333,5.55,NaN,2,2,1.7827,2.9496,29,29,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,0.85
7,1,2,12,12_sunbites_popcorn_1.png,235.7,       NaN,2.8,5.45,NaN,3,2,1.8827,2.4827,29,29,14,424,10.4,0.9,67.5,24.7,12.8,6.3,1.49,17,14,3,£0.20 ,0.85
7,1,2,5,5_cadbury_wispa_1.png,239.6,       NaN,2.133333,NaN,5.65,3,2,1.7661,1.3491,29,29,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,0.65
7,1,2,25,25_mars_1.png,243.9,       NaN,1.466667,2.25,NaN,3,2,4.5659,2.833,29,29,39.4,448,16.7,8.1,69.3,59.9,NA,4.4,0.42,13,3,2,£0.38 ,0.65
7,1,2,15,15_hovis_crackers_1.png,247.9,       NaN,2.746667,NaN,5.4,2,1,2.6327,1.4163,29,29,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,1.5
7,1,2,3,3_nestle_rolo_1.png,252.2,       NaN,2.44,NaN,2.85,3,2,4.2493,1.6164,29,29,52,477,20.4,11.7,68.4,58.7,1.2,4.4,0.3,13,2,2,£0.38 ,0.6
7,1,2,47,47_rocky_road_1.png,256.1,       NaN,2.44,NaN,4.45,2,2,1.3996,1.6164,29,29,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1.5
7,1,2,17,17_fruit_pastilles_1.png,260,       NaN,1.426667,1.75,NaN,3,2,2.5827,1.7497,29,29,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,0.7
7,1,2,53,53_pombear_cheese_and_onion_1.png,264,       NaN,2.346667,NaN,5.1,2,1,2.1661,1.1997,29,29,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.5
7,1,2,22,22_kellogs_strawberry_bars_1.png,268,       NaN,2.853333,NaN,2.85,3,2,1.4994,1.183,29,29,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,0.6
7,1,2,33,33_milkybar_1.png,271.9,       NaN,1.973333,NaN,2.2,3,2,3.716,1.1497,29,29,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,1.6
7,1,2,2,2_starburst_original_1.png,276.2,       NaN,1.16,NaN,5.45,3,2,1.8327,1.1162,29,29,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,0.6
7,1,2,34,34_milkyway_1.png,280.2,       NaN,1.36,NaN,4.75,3,1,1.1161,1.4998,29,29,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.65
7,1,2,41,41_eat_natural_almond_apricot_1.png,284.5,       NaN,3.333333,NaN,5.25,3,2,3.9659,1.9163,29,29,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,0.85
7,1,3,55,55_tyrell_veg_crisps_2.png,2.9,0.4683333,      NaN,NaN,3.4,3,2,2.9786,1.7163,29,29,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,2.5
7,1,3,37,37_dairy_milk_fruit_and_nut_2.png,6.9,0.215,      NaN,NaN,4.6,3,2,1.5328,0.83311,29,29,110,495,26,14.5,55.5,54.5,1.3,8.3,0.2,19,8,1,£1.50 ,1.5
7,1,3,47,47_rocky_road_2.png,10.8,0.3633333,      NaN,NaN,1.75,2,2,3.1493,1.6664,29,29,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1.5
7,1,3,27,27_snickers_2.png,14.7,0.04666667,      NaN,NaN,1.55,3,2,1.5319,1.683,29,29,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,0.65
7,1,3,3,3_nestle_rolo_2.png,18.9,0.04666667,      NaN,2.65,NaN,3,2,2.5494,3.1662,29,29,52,477,20.4,11.7,68.4,58.7,1.2,4.4,0.3,13,2,2,£0.38 ,0.6
7,1,3,36,36_jelly_babies_berry_mix_2.png,23,0.3683333,      NaN,5.05,NaN,3,2,3.3327,1.6663,29,29,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,1.8
7,1,3,17,17_fruit_pastilles_2.png,27.3,0.03166667,      NaN,1.55,NaN,3,2,1.5484,2.5163,29,29,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,0.7
7,1,3,4,4_smarties_2.png,31.5,0.09166667,      NaN,NaN,2,3,2,4.4826,1.5163,29,29,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,0.65
7,1,3,39,39_mentos_mint_2.png,35.8,0.1133333,      NaN,NaN,3.95,3,2,2.8993,1.6163,29,29,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,0.65
7,1,3,67,67_nestle_aero_2.png,39.7,0.1266667,      NaN,NaN,2.5,3,2,2.8827,0.86639,29,29,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,0.7
7,1,3,24,24_wonderful_almonds_2.png,43.8,0.4433333,      NaN,NaN,2.1,3,3,5.2826,1.883,29,29,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,2.5
7,1,3,53,53_pombear_cheese_and_onion_2.png,48,0.4666667,      NaN,NaN,4.65,2,1,3.666,1.0497,29,29,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.5
7,1,3,9,9_mega_monster_munch_2.png,52.1,0.3766667,      NaN,3,NaN,3,1,2.2994,2.7663,29,29,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,0.6
7,1,3,56,56_lindt_cremebrulee_2.png,56.5,0.345,      NaN,NaN,1.75,1,1,3.3493,1.8163,29,29,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,1.99
7,1,3,58,58_picnic_2.png,60.6,0.1316667,      NaN,2.75,NaN,3,2,3.0993,1.3995,29,29,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.7
7,1,3,43,43_marshmallows_2.png,64.7,0.2833333,      NaN,4.55,NaN,3,2,1.9327,1.0164,29,29,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,1.5
7,1,3,60,60_kinder_chocolate_2.png,68.6,0.1766667,      NaN,NaN,4.3,3,2,1.9161,1.1664,29,29,100,566,35,22.6,53.5,53.3,NA,8.7,0.31,15,8,1,£1.00 ,1.9
7,1,3,12,12_sunbites_popcorn_2.png,72.7,0.3716667,      NaN,NaN,2.35,3,2,1.3994,1.5665,29,29,14,424,10.4,0.9,67.5,24.7,12.8,6.3,1.49,17,14,3,£0.20 ,0.85
7,1,3,66,66_frys_turkish_delight_2.png,76.6,0.125,      NaN,1.95,NaN,3,1,2.466,2.7663,29,29,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,0.9
7,1,3,15,15_hovis_crackers_2.png,80.9,0.2783333,      NaN,NaN,2.7,2,1,3.366,0.93305,29,29,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,1.5
7,1,3,34,34_milkyway_2.png,85,0.07666667,      NaN,NaN,4,3,1,3.1493,1.183,29,29,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.65
7,1,3,1,1_galaxy_bar_2.png,89,0.1533333,      NaN,2.25,NaN,3,2,2.166,2.2829,29,29,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,0.7
7,1,3,42,42_bassetts_licorice_allsorts_2.png,93.1,0.2633333,      NaN,4.65,NaN,3,2,1.4994,1.1163,29,29,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,1.99
7,1,3,20,20_sour_cream_and_chive_rice_crisps_2.png,97.4,0.29,      NaN,2.9,NaN,2,2,1.266,1.983,29,29,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,0.85
7,1,3,51,51_maynards_winegums_2.png,101.3,0.2416667,      NaN,4.8,NaN,3,2,4.4659,1.2497,29,29,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,1.8
7,1,3,48,48_bg_dark_2.png,105.2,0.1183333,      NaN,NaN,1.9,3,2,4.4826,1.1665,29,29,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,1.9
7,1,3,69,69_nestle_lion_2.png,109.5,0.1133333,      NaN,2.15,NaN,3,2,4.9826,3.6662,29,29,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.7
7,1,3,2,2_starburst_original_2.png,113.7,0.11,      NaN,3.4,NaN,3,2,2.1327,2.0496,29,29,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,0.6
7,1,3,50,50_nestle_toffeecrisp_bar_2.png,118.1,0.08,      NaN,2.25,NaN,3,2,4.2993,2.7163,29,29,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,0.65
7,1,3,54,54_guylian_2.png,122,0.3683333,      NaN,NaN,4.35,3,2,2.1661,1.133,29,29,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,3.5
7,1,3,32,32_bakewell_slices_2.png,126.1,0.13,      NaN,NaN,3,2,1,3.165,0.89968,29,29,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,1.5
7,1,3,5,5_cadbury_wispa_2.png,130.2,0.06,      NaN,NaN,1.85,3,2,4.0659,1.6497,29,29,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,0.65
7,1,3,46,46_toblerone_2.png,134.1,0.07,      NaN,NaN,1.85,3,2,2.9494,1.583,29,29,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,3.5
7,1,3,10,10_doritos_chilli_2.png,138.4,0.3283333,      NaN,NaN,4.75,3,2,4.5326,1.7331,29,29,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.8
7,1,3,13,13_lindt_vanilla_2.png,142.5,0.2016667,      NaN,NaN,2.55,2,2,3.516,1.6998,29,29,100,571,36,22,57,57,NA,4.8,0,9,19,1,£1.99 ,1.8
7,1,3,26,26_mms_peanut_2.png,146.7,0.1916667,      NaN,NaN,2,3,2,2.3827,0.94974,29,29,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,1.8
7,1,3,19,19_peanuts_2.png,150.6,0.4633333,      NaN,NaN,2.15,3,2,3.0993,0.91637,29,29,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,1.99
7,1,3,68,68_cadbury_fudge_2.png,154.7,0.1033333,      NaN,4.35,NaN,3,2,3.6824,2.2163,29,29,25.5,445,15,8.2,74.5,64.5,0.5,2.5,0.35,13,2,1,£0.21 ,0.2
7,1,3,31,31_nuts_raisins_2.png,158.6,0.075,      NaN,1.5,NaN,3,2,2.766,2.3163,29,29,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,1.2
7,1,3,63,63_mcvities_hobnob_2.png,162.9,0.155,      NaN,NaN,4.7,3,2,3.9659,1.2664,29,29,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,1.5
7,1,3,23,23_twix_2.png,167.1,0.15,      NaN,NaN,5.05,3,2,3.9159,1.6997,29,29,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,0.65
7,1,3,41,41_eat_natural_almond_apricot_2.png,171.1,0.2783333,      NaN,5.55,NaN,3,2,2.866,1.6827,29,29,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,0.85
7,1,3,61,61_cadbury_fingers_2.png,175.1,0.1716667,      NaN,2.35,NaN,3,2,3.5993,2.883,29,29,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,0.99
7,1,3,45,45_kitkat_2.png,179.3,0.2133333,      NaN,NaN,3.4,3,2,3.816,1.283,29,29,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,0.7
7,1,3,11,11_walkers_baked_crisps_2.png,183.5,0.3916667,      NaN,4.95,NaN,3,2,2.2493,2.083,29,29,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,0.6
7,1,3,16,16_raisins_2.png,187.4,0.2066667,      NaN,2.95,NaN,2,2,4.4659,2.2997,29,29,42.5,293,0.4,0.1,69.3,69.3,2,2.1,0.2,5.5,7,2,£1.00 ,0.99
7,1,3,62,62_mcvities_digestives_2.png,191.6,0.2083333,      NaN,NaN,2.95,3,2,4.7326,1.433,29,29,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,1.5
7,1,3,8,8_skittles_wildberry_2.png,195.9,0.485,      NaN,5.8,NaN,2,1,2.4828,1.7497,29,29,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,1.5
7,1,3,57,57_crunch_2.png,200.1,0.2183333,      NaN,5.05,NaN,3,2,3.1327,2.9663,29,29,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,1.5
7,1,3,7,7_haribo_tangfastics_2.png,203.9,0.1433333,      NaN,NaN,1.4,3,2,4.8494,2.1329,29,29,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,1.4
7,1,3,70,70_food_doctor_apple_walnut_bar_2.png,208,0.145,      NaN,NaN,3.9,2,1,4.7159,0.78304,29,29,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,0.99
7,1,3,14,14_bounty_2.png,212,0.1416667,      NaN,NaN,4,3,2,3.6826,0.79972,29,29,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.7
7,1,3,59,59_sour_patch_kids_2.png,216,0.19,      NaN,4.6,NaN,3,2,2.9493,3.0996,29,29,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,1.9
7,1,3,44,44_caramel_rice_crisps_2.png,220.2,0.45,      NaN,5.6,NaN,3,2,1.8829,2.5164,29,29,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,0.9
7,1,3,22,22_kellogs_strawberry_bars_2.png,224.3,0.1083333,      NaN,5.2,NaN,3,2,1.9484,3.4163,29,29,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,0.6
7,1,3,6,6_nestle_aero_mint_2.png,228.6,0.1116667,      NaN,5.05,NaN,3,2,3.9326,3.1329,29,29,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,0.7
7,1,3,30,30_cookies_2.png,232.6,0.06666667,      NaN,3.65,NaN,2,1,4.2326,3.3995,29,29,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,1.99
7,1,3,21,21_pistachios_2.png,236.9,0.3333333,      NaN,4.9,NaN,3,3,3.7483,2.8329,29,29,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,1.99
7,1,3,40,40_food_doctor_roasted_beans_2.png,240.9,0.3366667,      NaN,NaN,1.55,3,2,2.866,1.8993,29,29,200,437,20.2,4,21.3,3.8,18.2,33.4,0.58,10,18,5,£2.50 ,1.99
7,1,3,38,38_gb_ginger_2.png,244.9,0.1183333,      NaN,2.3,NaN,2,1,3.8826,2.7496,29,29,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,1.8
7,1,3,64,64_walkers_cheese_and_onion_2.png,249.1,0.4366667,      NaN,NaN,5.5,3,2,2.2995,1.4331,29,29,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,0.7
7,1,3,33,33_milkybar_2.png,253.1,0.3316667,      NaN,5.35,NaN,3,2,2.6327,2.5829,29,29,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,1.6
7,1,3,25,25_mars_2.png,257,0.05666667,      NaN,2,NaN,3,2,4.7993,2.3663,29,29,39.4,448,16.7,8.1,69.3,59.9,NA,4.4,0.42,13,3,2,£0.38 ,0.65
7,1,3,65,65_walkers_ready_salted_2.png,261,0.2166667,      NaN,NaN,4.5,3,2,4.8325,1.233,29,29,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,0.7
7,1,3,18,18_jacobs_mini_cheddars_2.png,265.3,0.23,      NaN,NaN,1.8,3,2,4.2493,1.5997,29,29,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,0.65
7,1,3,35,35_gb_butterscotch_2.png,269.2,0.08,      NaN,4.15,NaN,2,1,3.966,1.8997,29,29,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,1.9
7,1,3,52,52_walkers_french_fries_2.png,273.3,0.3566667,      NaN,4.2,NaN,3,2,2.5827,2.5992,29,29,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.7
7,1,3,29,29_mms_plain_2.png,277.6,0.195,      NaN,4.85,NaN,3,2,1.3328,3.8329,29,29,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.8
7,1,3,28,28_hobnob_flapjack_2.png,281.5,0.1416667,      NaN,NaN,1.8,3,2,4.1492,1.533,29,29,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,1.4
7,1,3,49,49_mccoys_salt_and_vinegar_crisps_2.png,285.5,0.28,      NaN,4.9,NaN,3,2,4.1493,1.783,29,29,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.7
7,1,4,6,6_nestle_aero_mint_2.png,3.1,       NaN,1.093333,5.1,NaN,3,2,1.9934,2.0663,29,29,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,0.7
7,1,4,21,21_pistachios_2.png,7.4,       NaN,2.933333,5.2,NaN,3,3,2.4327,1.4498,29,29,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,1.99
7,1,4,22,22_kellogs_strawberry_bars_2.png,11.3,       NaN,2.626667,5.55,NaN,3,2,3.1319,2.633,29,29,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,0.6
7,1,4,33,33_milkybar_2.png,15.6,       NaN,2.133333,2.65,NaN,3,2,2.5985,3.6829,29,29,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,1.6
7,1,4,61,61_cadbury_fingers_2.png,19.3,       NaN,2.2,2.2,NaN,3,2,2.1327,2.399,29,29,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,0.99
7,1,4,52,52_walkers_french_fries_2.png,23.4,       NaN,2.053333,4.45,NaN,3,2,2.3493,1.9497,29,29,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.7
7,1,4,54,54_guylian_2.png,27.6,       NaN,1.946667,4.65,NaN,3,2,1.1828,2.3497,29,29,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,3.5
7,1,4,42,42_bassetts_licorice_allsorts_2.png,31.7,       NaN,1.573333,4.85,NaN,3,2,2.516,1.183,29,29,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,1.99
7,1,4,69,69_nestle_lion_2.png,36,       NaN,2.706667,NaN,2.05,3,2,1.966,1.433,29,29,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.7
7,1,4,62,62_mcvities_digestives_2.png,39.9,       NaN,3.026667,NaN,2,3,2,1.9827,1.1164,29,29,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,1.5
7,1,4,56,56_lindt_cremebrulee_2.png,44.1,       NaN,1.68,NaN,2.25,1,1,1.3661,1.583,29,29,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,1.99
7,1,4,35,35_gb_butterscotch_2.png,48.4,       NaN,1.693333,NaN,1.45,2,1,3.5988,1.783,29,29,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,1.9
7,1,4,39,39_mentos_mint_2.png,52.3,       NaN,1.146667,NaN,1.45,3,2,1.5494,2.1163,29,29,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,0.65
7,1,4,58,58_picnic_2.png,56.8,       NaN,2.733333,NaN,2.75,3,2,1.9827,0.81639,29,29,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.7
7,1,4,9,9_mega_monster_munch_2.png,60.5,       NaN,2.626667,NaN,2.3,3,1,2.6993,1.1663,29,29,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,0.6
7,1,4,26,26_mms_peanut_2.png,64.7,       NaN,3.08,5.25,NaN,3,2,1.8494,3.0496,29,29,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,1.8
7,1,4,5,5_cadbury_wispa_2.png,69,       NaN,1.586667,4.95,NaN,3,2,2.9326,1.7497,29,29,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,0.65
7,1,4,10,10_doritos_chilli_2.png,73,       NaN,2.733333,NaN,5.15,3,2,1.6327,1.4664,29,29,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.8
7,1,4,29,29_mms_plain_2.png,77.5,       NaN,1.64,NaN,2.3,3,2,2.7327,0.94971,29,29,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.8
7,1,4,14,14_bounty_2.png,81.6,       NaN,1.88,2.05,NaN,3,2,3.0327,2.2664,29,29,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.7
7,1,4,47,47_rocky_road_2.png,85.6,       NaN,1.693333,2.3,NaN,2,2,1.3827,2.883,29,29,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1.5
7,1,4,43,43_marshmallows_2.png,89.7,       NaN,1.16,4.05,NaN,3,2,1.416,2.9663,29,29,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,1.5
7,1,4,20,20_sour_cream_and_chive_rice_crisps_2.png,93.6,       NaN,2.693333,NaN,2.3,2,2,1.6661,1.5997,29,29,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,0.85
7,1,4,24,24_wonderful_almonds_2.png,97.5,       NaN,3.24,5.9,NaN,3,3,3.7493,2.983,29,29,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,2.5
7,1,4,8,8_skittles_wildberry_2.png,101.5,       NaN,1.106667,4.3,NaN,2,1,3.4826,1.483,29,29,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,1.5
7,1,4,18,18_jacobs_mini_cheddars_2.png,105.7,       NaN,2.613333,NaN,5.95,3,2,1.666,2.083,29,29,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,0.65
7,1,4,30,30_cookies_2.png,109.8,       NaN,2.186667,NaN,5.4,2,1,2.0993,2.1163,29,29,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,1.99
7,1,4,46,46_toblerone_2.png,114,       NaN,1.506667,1.8,NaN,3,2,2.716,2.9163,29,29,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,3.5
7,1,4,53,53_pombear_cheese_and_onion_2.png,118,       NaN,2.44,2.45,NaN,2,1,2.2827,2.6663,29,29,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.5
7,1,4,67,67_nestle_aero_2.png,121.9,       NaN,1.413333,3.85,NaN,3,2,4.0326,2.3996,29,29,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,0.7
7,1,4,66,66_frys_turkish_delight_2.png,126.1,       NaN,1.146667,5.05,NaN,3,1,2.716,1.4497,29,29,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,0.9
