Subject,Included,Session,Item_ID,Item,Onset,Size,Value,Confidence,Match,Familiarity,Consumption_rate,RT1,RT2,Age,Years_in_UK,Grams,Energy,Fat,of_which_saturates,Carbohydrate,of_which_sugars,Fibre,Protein,Salt,Size1,Size2,Size3,Real_price,Assigned_price 
18,1,3,63,63_mcvities_hobnob_2.png,127.6,       NaN,1.826667,3.8,NaN,3,2,3.5326,3.916214,25,25,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,1.5
18,1,3,67,67_nestle_aero_2.png,131.9,       NaN,1.266667,NaN,2.1,2,2,0.98275,2.015704,25,25,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,0.7
18,1,3,49,49_mccoys_salt_and_vinegar_crisps_2.png,136,       NaN,0.8533333,NaN,1.3,3,2,1.5161,1.849649,25,25,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.6
18,1,3,2,2_starburst_original_2.png,140.2,       NaN,0.36,3.25,NaN,3,2,3.2827,3.749551,25,25,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,0.6
18,1,3,36,36_jelly_babies_berry_mix_2.png,144.5,       NaN,0.56,3.8,NaN,3,1,2.9828,      NaN,25,25,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,1.5
18,1,3,29,29_mms_plain_2.png,148.4,       NaN,1.426667,4.4,NaN,3,2,3.2493,2.199782,25,25,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.5
18,1,3,45,45_kitkat_2.png,152.6,       NaN,2.56,NaN,2,3,3,0.83275,2.649236,25,25,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,0.6
18,1,3,32,32_bakewell_slices_2.png,156.8,       NaN,2.04,2.45,NaN,2,1,5.2826,0.9330577,25,25,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,1.45
18,1,3,54,54_guylian_2.png,160.6,       NaN,1.533333,NaN,2.35,3,2,3.0827,3.982882,25,25,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,1.7
18,1,3,20,20_sour_cream_and_chive_rice_crisps_2.png,164.5,       NaN,1.533333,4.55,NaN,3,3,2.0327,3.299699,25,25,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,0.9
18,1,3,1,1_galaxy_bar_2.png,168.8,       NaN,2,4.6,NaN,3,2,5.2826,1.066368,25,25,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,0.7
18,1,3,14,14_bounty_2.png,173,       NaN,1.573333,NaN,4.45,3,2,2.3494,3.416287,25,25,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.7
18,1,3,53,53_pombear_cheese_and_onion_2.png,177.2,       NaN,0.9866667,NaN,3.2,3,2,1.4318,1.732969,25,25,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.45
18,1,3,19,19_peanuts_2.png,181,       NaN,1.2,NaN,2.05,3,2,3.6993,1.4997,25,25,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,1.1
18,1,3,17,17_fruit_pastilles_2.png,185.1,       NaN,1.6,4.85,NaN,3,2,4.6659,1.266365,25,25,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,0.7
18,1,3,52,52_walkers_french_fries_2.png,189.4,       NaN,1.293333,NaN,3.25,3,2,4.6492,2.382377,25,25,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.6
18,1,3,24,24_wonderful_almonds_2.png,193.6,       NaN,1.2,NaN,6,1,1,4.9992,3.116235,25,25,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,0.8
18,1,3,7,7_haribo_tangfastics_2.png,197.6,       NaN,1.826667,NaN,5.6,3,2,4.7493,3.11626,25,25,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,1.5
18,1,3,11,11_walkers_baked_crisps_2.png,201.6,       NaN,1.293333,5.15,NaN,3,1,5.2818,3.449572,25,25,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,0.5
18,1,3,13,13_lindt_vanilla_2.png,205.5,       NaN,0.56,4.35,NaN,2,1,4.8159,2.399755,25,25,100,571,36,22,57,57,NA,4.8,0,9,19,1,£1.99 ,1.4
18,1,3,47,47_rocky_road_2.png,209.8,       NaN,0.96,2.9,NaN,2,1,1.4827,2.149614,25,25,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1
18,1,3,56,56_lindt_cremebrulee_2.png,214,       NaN,0.7466667,6,NaN,1,1,4.2983,3.682894,25,25,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,1.35
18,1,3,28,28_hobnob_flapjack_2.png,218,       NaN,2.893333,NaN,2.5,2,2,4.2159,2.283008,25,25,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,1.35
18,1,3,38,38_gb_ginger_2.png,221.9,       NaN,0.1466667,NaN,2.75,1,1,2.9162,3.98302,25,25,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,1.5
18,1,3,34,34_milkyway_2.png,226.1,       NaN,0.7866667,NaN,2.5,3,2,0.78277,0.949712,25,25,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.6
18,1,3,30,30_cookies_2.png,230.4,       NaN,2.093333,NaN,2.1,2,1,5.0486,3.982928,25,25,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,1.6
18,1,3,48,48_bg_dark_2.png,234.6,       NaN,0.2133333,2.7,NaN,1,1,2.7484,      NaN,25,25,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,1.25
18,1,3,69,69_nestle_lion_2.png,238.6,       NaN,4,6,NaN,3,3,3.6317,2.215936,25,25,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.65
18,1,3,4,4_smarties_2.png,242.8,       NaN,3,NaN,3.9,3,1,0.81609,1.499692,25,25,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,0.55
18,1,3,59,59_sour_patch_kids_2.png,246.9,       NaN,1.546667,NaN,3,3,1,2.0327,3.982883,25,25,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,1.3
18,1,3,58,58_picnic_2.png,251.1,       NaN,2.626667,NaN,2.7,3,2,4.5326,3.68291,25,25,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.7
18,1,3,18,18_jacobs_mini_cheddars_2.png,255.1,       NaN,1.066667,NaN,5.4,3,3,1.1329,3.699583,25,25,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,1.25
18,1,3,61,61_cadbury_fingers_2.png,259.2,       NaN,3.4,NaN,3.1,3,2,1.7494,3.632987,25,25,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,1.99
18,1,3,62,62_mcvities_digestives_2.png,263.1,       NaN,2.786667,NaN,5.25,3,2,3.2327,1.465745,25,25,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,1.45
18,1,3,16,16_raisins_2.png,267.1,       NaN,1.013333,NaN,3.3,2,1,2.9993,3.882857,25,25,42.5,293,0.4,0.1,69.3,69.3,2,2.1,0.2,5.5,7,2,£1.00 ,1
18,1,3,31,31_nuts_raisins_2.png,271.2,       NaN,0.68,5.2,NaN,1,1,4.0493,3.099002,25,25,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,0.8
18,1,3,23,23_twix_2.png,275.1,       NaN,4,4.65,NaN,3,3,5.2826,1.58306,25,25,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,0.7
18,1,3,39,39_mentos_mint_2.png,279.3,       NaN,2.666667,4.35,NaN,3,2,4.3993,1.216369,25,25,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,0.55
18,1,3,51,51_maynards_winegums_2.png,283.5,       NaN,2.293333,NaN,1.9,3,2,0.84941,3.882906,25,25,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,1
18,1,4,12,12_sunbites_popcorn_2.png,3.1,0.3683333,       NaN,4.05,NaN,2,1,2.241,1.632995,25,25,14,424,10.4,0.9,67.5,24.7,12.8,6.3,1.49,17,14,3,£0.20 ,0.8
18,1,4,48,48_bg_dark_2.png,7.2,0.3233333,       NaN,2.95,NaN,1,1,3.7659,2.09968,25,25,100,630,53.5,32,22.5,13.5,11.5,9.4,0.13,7,15,1,£2.00 ,1.25
18,1,4,18,18_jacobs_mini_cheddars_2.png,11.3,0.4766667,       NaN,NaN,2.55,3,3,4.8826,2.383114,25,25,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,1.25
18,1,4,59,59_sour_patch_kids_2.png,15.5,0.3266667,       NaN,NaN,4.9,3,1,4.8824,2.016321,25,25,160,326,0.1,<_0.1,77,63,NA,2.8,0.03,14,19,2,£1.00 ,1.3
18,1,4,13,13_lindt_vanilla_2.png,19.6,0.3566667,       NaN,NaN,2.55,2,1,4.0159,2.51629,25,25,100,571,36,22,57,57,NA,4.8,0,9,19,1,£1.99 ,1.4
18,1,4,69,69_nestle_lion_2.png,23.5,0.1683333,       NaN,2.4,NaN,3,3,5.2823,1.232613,25,25,42,483,22.2,11.9,64.6,44.8,1.5,5.4,0.45,15,3.5,2,£0.25 ,0.65
18,1,4,50,50_nestle_toffeecrisp_bar_2.png,27.6,0.2683333,       NaN,NaN,2.7,3,3,1.9327,1.049687,25,25,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,0.55
18,1,4,64,64_walkers_cheese_and_onion_2.png,31.9,0.3983333,       NaN,5.05,NaN,3,3,1.3994,2.31633,25,25,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,0.6
18,1,4,37,37_dairy_milk_fruit_and_nut_2.png,36.4,0.09166667,       NaN,5.55,NaN,3,2,1.8829,2.116138,25,25,110,495,26,14.5,55.5,54.5,1.3,8.3,0.2,19,8,1,£1.50 ,1.2
18,1,4,5,5_cadbury_wispa_2.png,40.2,0.135,       NaN,NaN,4.75,3,2,5.2826,2.133008,25,25,30,550,34,21,52.5,52.5,1,7.3,0.23,13,3.5,2,£0.25 ,0.75
18,1,4,1,1_galaxy_bar_2.png,44.1,0.1866667,       NaN,NaN,3.8,3,2,4.2492,2.882961,25,25,42,546,32.4,19.6,56,55.4,NA,6.7,0.25,15,4,1,£0.38 ,0.7
18,1,4,10,10_doritos_chilli_2.png,48.4,0.355,       NaN,4.55,NaN,3,3,0.79945,2.166322,25,25,30,495,25.3,2,57.3,5.8,6.7,6.3,1.35,17,13,3,£0.25 ,0.65
18,1,4,23,23_twix_2.png,52.6,0.08166667,       NaN,NaN,4.85,3,3,0.78275,3.216436,25,25,40,493,23.7,13.7,64.9,49.1,NA,4.4,0.41,12,5,1.5,£0.38 ,0.7
18,1,4,40,40_food_doctor_roasted_beans_2.png,56.8,0.045,       NaN,1.55,NaN,1,1,4.2826,1.766356,25,25,200,437,20.2,4,21.3,3.8,18.2,33.4,0.58,10,18,5,£2.50 ,1.05
18,1,4,33,33_milkybar_2.png,60.6,0.3033333,       NaN,NaN,3.7,3,1,3.5993,2.449661,25,25,120,546,31.6,18.8,57.7,57.3,0,7.5,0.4,12,17,5,£1.50 ,1.5
18,1,4,7,7_haribo_tangfastics_2.png,64.9,0.33,       NaN,NaN,4.3,3,2,1.2654,2.199633,25,25,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,1.5
18,1,4,15,15_hovis_crackers_2.png,69.1,0.2916667,       NaN,NaN,1.85,1,1,2.766,3.11629,25,25,150,447,17.9,8.1,58.4,6.1,6.1,10.2,2.5,12,8,7,£1.49 ,1.9
18,1,4,49,49_mccoys_salt_and_vinegar_crisps_2.png,73.2,0.1483333,       NaN,3.4,NaN,3,2,5.0492,2.716294,25,25,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.6
18,1,4,26,26_mms_peanut_2.png,77.5,0.3066667,       NaN,NaN,3.05,3,2,4.2326,1.366343,25,25,165,480,19.3,12,70.2,67.7,NA,5.1,0.13,13,17,5,£1.00 ,1.4
18,1,4,2,2_starburst_original_2.png,81.6,0.04333333,       NaN,4.9,NaN,3,2,3.3993,1.449647,25,25,45,404,7.3,4.1,83.6,82.8,NA,0,0,16,2,2,£0.34 ,0.6
18,1,4,31,31_nuts_raisins_2.png,85.8,0.3016667,       NaN,2.4,NaN,1,1,5.2659,1.199342,25,25,200,540,33.9,21,49.3,46.9,2.1,8.3,0.25,7,18,5,£3.80 ,0.8
18,1,4,46,46_toblerone_2.png,90.1,0,       NaN,2,NaN,3,2,5.0492,3.699534,25,25,150,535,29.5,18,60.5,59.5,2.2,5.6,0.15,28,4.5,4.5,£1.00 ,1.2
18,1,4,28,28_hobnob_flapjack_2.png,94.3,0.1466667,       NaN,NaN,1.4,2,2,2.916,1.949774,25,25,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,1.35
18,1,4,66,66_frys_turkish_delight_2.png,98.6,0.1616667,       NaN,NaN,2.6,3,1,2.3494,1.849644,25,25,51,363,6.7,3.8,74,64,1.2,1.2,0.36,10,4.5,1.5,£0.33 ,1.2
18,1,4,11,11_walkers_baked_crisps_2.png,102.8,0.3583333,       NaN,NaN,3,3,1,3.7326,0.899737,25,25,25,417,8.3,0.9,76.2,5,4.8,6.2,1.14,13,15,2.5,£0.17 ,0.5
18,1,4,58,58_picnic_2.png,106.9,0.105,       NaN,4.65,NaN,3,2,1.1493,3.282913,25,25,48.4,471,22,9.8,60,44,2.2,7.7,0.55,17,4,2,£0.25 ,0.7
18,1,4,36,36_jelly_babies_berry_mix_2.png,111.4,0.3033333,       NaN,NaN,4.95,3,1,0.93274,3.733045,25,25,190,330,0,0,78.5,74,NA,3.5,0.03,20,13,2.5,£1.00 ,1.5
18,1,4,20,20_sour_cream_and_chive_rice_crisps_2.png,115.3,0.3883333,       NaN,5.2,NaN,3,3,3.666,2.199639,25,25,22,416,7.6,0.9,78.4,6.5,1.3,7.8,2.75,12,15,3,£0.41 ,0.9
18,1,4,3,3_nestle_rolo_2.png,119.8,0.175,       NaN,NaN,3.1,3,2,4.1659,1.932965,25,25,52,477,20.4,11.7,68.4,58.7,1.2,4.4,0.3,13,2,2,£0.38 ,0.8
18,1,4,63,63_mcvities_hobnob_2.png,123.4,0.1233333,       NaN,4.55,NaN,3,2,3.4328,2.283045,25,25,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,1.5
18,1,4,21,21_pistachios_2.png,127.5,0.285,       NaN,NaN,3.85,1,1,5.2325,1.982998,25,25,100,577,46,5.9,10,7.2,11.6,25,1.3,14,16,3,£2.40 ,1.45
18,1,4,19,19_peanuts_2.png,131.8,0.355,       NaN,NaN,3.55,3,2,1.7494,2.04966,25,25,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,1.1
18,1,4,25,25_mars_2.png,135.5,0.255,       NaN,NaN,4.35,3,2,4.5492,3.166246,25,25,39.4,448,16.7,8.1,69.3,59.9,NA,4.4,0.42,13,3,2,£0.38 ,0.7
18,1,4,39,39_mentos_mint_2.png,139.8,0.05833333,       NaN,4.35,NaN,3,2,4.966,0.9998649,25,25,38,390,1.9,1.9,93,69,NA,0,0.1,14,1.5,1.5,£0.30 ,0.55
18,1,4,68,68_cadbury_fudge_2.png,143.7,0.2183333,       NaN,3.35,NaN,3,3,3.8326,1.632978,25,25,25.5,445,15,8.2,74.5,64.5,0.5,2.5,0.35,13,2,1,£0.21 ,0.5
18,1,4,60,60_kinder_chocolate_2.png,147.9,0.325,       NaN,5.05,NaN,3,3,4.9325,1.566012,25,25,100,566,35,22.6,53.5,53.3,NA,8.7,0.31,15,8,1,£1.00 ,1.6
18,1,4,67,67_nestle_aero_2.png,151.8,0.08666667,       NaN,2.3,NaN,2,2,2.2994,1.199716,25,25,27,539,30.8,17.6,57.8,56.2,2.2,6.5,0.21,16,3,2,£0.38 ,0.7
18,1,4,29,29_mms_plain_2.png,155.9,0.21,       NaN,4.8,NaN,3,2,4.3659,0.8830358,25,25,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.5
18,1,4,53,53_pombear_cheese_and_onion_2.png,160.2,0.1416667,       NaN,3.8,NaN,3,2,1.2327,2.466299,25,25,15,521,28,2.6,63,1.9,2.4,3.9,1.7,12,16,3,£0.24 ,0.45
18,1,4,70,70_food_doctor_apple_walnut_bar_2.png,164.3,0.165,       NaN,3.9,NaN,1,1,3.2326,1.866334,25,25,35,367,14,0.9,37.3,20.7,29.1,8.4,0.01,14,3.5,1.5,£0.80 ,0.6
18,1,4,27,27_snickers_2.png,168.3,0.1816667,       NaN,NaN,2.7,3,3,2.466,2.616301,25,25,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,0.75
18,1,4,22,22_kellogs_strawberry_bars_2.png,172.2,0.1566667,       NaN,4.45,NaN,3,2,2.3328,3.266287,25,25,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,0.65
18,1,4,8,8_skittles_wildberry_2.png,176.2,0.2483333,       NaN,5.55,NaN,3,2,2.916,1.899075,25,25,174,404,4.2,2.3,91,90.2,NA,0,0.02,12,17,3,£0.97 ,1.5
18,1,4,30,30_cookies_2.png,180.2,0.2216667,       NaN,3.85,NaN,2,1,4.9659,1.79966,25,25,150,442,15,8.5,63,38,5.1,6.2,0.5,8.5,16,7,£2.29 ,1.6
18,1,4,51,51_maynards_winegums_2.png,184.2,0.1966667,       NaN,NaN,5.55,3,2,3.7826,2.14962,25,25,190,329,0.2,0.2,76,57,NA,4.8,0.03,14,18,3,£1.48 ,1
18,1,4,45,45_kitkat_2.png,188.2,0.3016667,       NaN,NaN,1.85,3,3,4.1993,2.982931,25,25,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,0.6
18,1,4,38,38_gb_ginger_2.png,192.3,0.2083333,       NaN,NaN,4.15,1,1,2.4827,3.116251,25,25,100,510,29.5,17.5,51.5,46.5,7,6.1,0.1,7,15,1,£2.00 ,1.5
18,1,4,56,56_lindt_cremebrulee_2.png,196.4,0.29,       NaN,NaN,3.65,1,1,2.7827,0.9331834,25,25,150,585,40,25,50,46,,5.4,0.21,9,19,1,£2.50 ,1.35
18,1,4,16,16_raisins_2.png,200.7,0.11,       NaN,NaN,4.35,2,1,1.2494,2.582988,25,25,42.5,293,0.4,0.1,69.3,69.3,2,2.1,0.2,5.5,7,2,£1.00 ,1
18,1,4,24,24_wonderful_almonds_2.png,204.9,0.3783333,       NaN,4.65,NaN,1,1,3.916,2.266334,25,25,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,0.8
18,1,4,44,44_caramel_rice_crisps_2.png,209.2,0.1466667,       NaN,NaN,2.8,3,2,2.766,3.749538,25,25,25,405,3,0.9,88,30,0.8,6,0.5,15,12,2,£0.41 ,0.75
18,1,4,35,35_gb_butterscotch_2.png,213.4,0.1766667,       NaN,2.85,NaN,1,1,4.3659,1.433019,25,25,100,555,34.5,20.5,50.5,47.5,2.7,8.8,0.25,7,15,1,£2.00 ,1.3
18,1,4,4,4_smarties_2.png,217.7,0.3083333,       NaN,NaN,3.25,3,1,1.1662,3.29957,25,25,38,462,18.4,10.5,68.8,63.4,0.9,4.8,0.15,11,2.5,2.5,£0.38 ,0.55
18,1,4,57,57_crunch_2.png,221.6,0.2133333,       NaN,NaN,4.9,2,1,4.2993,2.332985,25,25,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,1.15
18,1,4,47,47_rocky_road_2.png,225.9,0.155,       NaN,NaN,5.1,2,1,2.6493,2.116325,25,25,165,470,20.3,12.1,65.2,49.7,2.1,5.6,0.3,17,14.5,6.5,£1.60 ,1
18,1,4,17,17_fruit_pastilles_2.png,229.8,0.185,       NaN,3.75,NaN,3,2,1.2994,2.149186,25,25,52.5,352,0.1,0,82.6,55.9,0.1,4.1,0.3,13.5,1.5,1.5,£0.38 ,0.7
18,1,4,9,9_mega_monster_munch_2.png,234,0.2516667,       NaN,3.45,NaN,3,2,5.1326,2.716268,25,25,22,492,25,2.1,59,3,1.5,7,1.7,15,13,4,£0.17 ,0.7
18,1,4,43,43_marshmallows_2.png,238.3,0.2316667,       NaN,2.7,NaN,2,1,2.2827,2.13299,25,25,200,328,trace,trace,78.5,62.3,trace,3.4,0.05,17,22,3,£1.00 ,0.9
18,1,4,6,6_nestle_aero_mint_2.png,242.2,0.1416667,       NaN,NaN,2.8,3,2,1.6327,3.499609,25,25,27,539,30.1,17.9,60.8,60,1.1,5.4,0.28,16,3,2,£0.38 ,0.6
18,1,4,52,52_walkers_french_fries_2.png,246.3,0.2183333,       NaN,NaN,3.55,3,2,5.0826,2.549632,25,25,18,434,16,1.4,65,1.1,5,5,2.5,15,11,4,£0.18 ,0.6
18,1,4,34,34_milkyway_2.png,250.2,0.09666667,       NaN,NaN,5,3,2,2.182,1.533033,25,25,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.6
18,1,4,65,65_walkers_ready_salted_2.png,254.1,0.2416667,       NaN,3.3,NaN,3,2,2.1152,1.982962,25,25,25,526,31.9,2.6,51.5,0.4,4.3,6.1,1.4,13,16,2.5,£0.25 ,0.6
18,1,4,14,14_bounty_2.png,258,0.135,       NaN,4.15,NaN,3,2,0.78276,0.9997248,25,25,28.5,487,25.7,21.2,58.9,48.2,NA,3.7,0.25,15,3,2,£0.21 ,0.7
18,1,4,42,42_bassetts_licorice_allsorts_2.png,262.3,0.325,       NaN,NaN,2.45,3,2,4.2326,1.866321,25,25,190,380,4.2,3.5,79,62,NA,5.6,0.1,13,18,3,£1.00 ,1.05
18,1,4,61,61_cadbury_fingers_2.png,266.5,0.32,       NaN,3.95,NaN,3,2,1.1661,2.115773,25,25,138,479,26.1,14.3,54.4,28.9,1.5,6.8,0.5,22,10,2.5,£1.55 ,1.99
18,1,4,54,54_guylian_2.png,270.8,0.21,       NaN,NaN,3.1,3,2,3.1486,2.132967,25,25,42,550,34,16,52,51,NA,7.6,0.21,9.5,9.5,3,£1.00 ,1.7
18,1,4,32,32_bakewell_slices_2.png,274.7,0.285,       NaN,NaN,4.8,2,1,2.1661,2.866263,25,25,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,1.45
18,1,4,55,55_tyrell_veg_crisps_2.png,278.8,0.1766667,       NaN,4.95,NaN,2,1,3.4493,0.9163935,25,25,150,506,35.7,4.1,38.6,22.5,NA,4.7,1.4,18,31,7,£2.99 ,0.75
18,1,4,41,41_eat_natural_almond_apricot_2.png,282.7,0.2933333,       NaN,4.15,NaN,3,1,5.2159,3.632953,25,25,50,226,12.6,8.8,24.8,7.7,2.2,2.9,0.01,16,4,2,£0.66 ,0.55
18,1,4,62,62_mcvities_digestives_2.png,286.9,0.115,       NaN,5.6,NaN,3,2,1.9494,1.516405,25,25,500,481,21.3,10.1,62.9,16.6,3.6,7.2,1.3,29,7,7,£0.96 ,1.45
19,1,1,32,32_bakewell_slices_1.png,3.1,0.3633333,      NaN,1.45,NaN,1,1,1.61206,2.249648,19,19,210,413,17.6,7.9,59.2,36.1,1,4.1,0.45,23,10,3,£1.11 ,1.5
19,1,1,24,24_wonderful_almonds_1.png,7.3,0.39,      NaN,4.3,NaN,3,2,2.766037,2.049651,19,19,115,616,52.1,4,10.3,4.9,NA,21.1,0.8,12,17,2,£2.29 ,2.2
19,1,1,63,63_mcvities_hobnob_1.png,11.3,0.3016667,      NaN,2.2,NaN,2,2,1.299422,1.766308,19,19,300,470,20.3,8.9,61.4,25.5,6.1,7.3,0.83,18,6.5,6.5,£1.04 ,2
19,1,1,64,64_walkers_cheese_and_onion_1.png,15.5,0.4316667,      NaN,4.95,NaN,3,2,4.78259,2.782972,19,19,25,520,30.6,2.5,52.6,2.6,4.4,6.3,1.22,13,16,2.5,£0.25 ,1
19,1,1,7,7_haribo_tangfastics_1.png,19.8,0.1916667,      NaN,2.95,NaN,3,2,2.666055,1.416366,19,19,160,346,<0.5,0.1,80,50,NA,6.6,0.03,14.5,18,2,£1.15 ,1.2
19,1,1,57,57_crunch_1.png,24.1,0.2316667,      NaN,2.3,NaN,1,1,3.965982,2.166334,19,19,120,514,25.9,16.4,62,51.5,1.8,6.9,0.33,16.5,7,1,£1.00 ,1.3
19,1,1,49,49_mccoys_salt_and_vinegar_crisps_1.png,28.4,0.4366667,      NaN,4.85,NaN,2,2,3.715993,1.299637,19,19,28.5,529,31,2.8,54,2.2,3.9,6.5,2,13,16,2.5,£0.28 ,0.8
19,1,1,19,19_peanuts_1.png,32.2,0.14,      NaN,2.8,NaN,2,2,4.132621,1.533002,19,19,90,614,51,8.1,5.6,5.1,8.5,30,1.3,11,16,2,£1.00 ,1.8
19,1,1,34,34_milkyway_1.png,36.3,0.07,      NaN,NaN,4.4,2,1,3.31601,0.9663813,19,19,21.5,447,15.8,7.8,71.9,65.1,NA,3.9,0.52,10,3,1.5,£0.21 ,0.6
19,1,1,18,18_jacobs_mini_cheddars_1.png,40.2,0.39,      NaN,NaN,4.95,3,2,3.399352,2.349648,19,19,25,512,29.2,11.6,50.1,5.1,2.5,10.6,2.5,11,11,2,£0.26 ,0.8
19,1,1,27,27_snickers_1.png,44.5,0.1933333,      NaN,NaN,2.35,2,1,5.049304,1.666339,19,19,41.7,510,27.9,9.7,54.5,45.2,NA,9.4,0.44,13,3,2,£0.38 ,0.7
19,1,1,45,45_kitkat_1.png,48.4,0.3733333,      NaN,2.4,NaN,3,2,2.882685,1.149716,19,19,41.5,511,24.8,13.8,65.1,52.7,2,5.8,0.2,6,11.5,1,£0.31 ,0.7
19,1,1,50,50_nestle_toffeecrisp_bar_1.png,52.6,0.1616667,      NaN,NaN,4.95,1,1,3.532666,1.56635,19,19,38,513,26.8,16.9,63.5,49.7,1.3,3.6,0.35,14,4,2,£0.38 ,0.7
19,1,1,28,28_hobnob_flapjack_1.png,56.9,0.1783333,      NaN,NaN,2.4,1,1,4.41596,1.233027,19,19,34,443,17.8,8.9,61.9,34.7,4.9,6.2,0.52,12,3,1.5,£0.13 ,1.5
19,1,1,22,22_kellogs_strawberry_bars_1.png,61,0.1533333,      NaN,NaN,5.05,3,3,5.28258,1.866355,19,19,21.5,392,7.9,4.7,70,30,8.8,6.3,0.63,15,4,2,£0.30 ,0.6
19,1,1,29,29_mms_plain_1.png,65.1,0.3783333,      NaN,4.95,NaN,2,2,3.432645,3.099634,19,19,165,511,25.3,10.3,59.2,53.8,NA,9.7,0.09,13,17,5,£1.00 ,1.5
