Part,Trial,1stFixation,1stFixationTime,LastFixation,LastFixationTime,firstFixValue,firstFixFam,lastFixValue,lastFixFam,fixatNum,middleFixNum,mostPopularFix,numMostPopularFix,mostPopularFixMed,numMostPopularFixMed,middleFixTime,middleFixTimeAvg,TotalTime
23,231,1,254,2,280,0.5,3.58,1.25,2.58,8,6,1,4,1.0,4.0,1411,235.16666666666666,1945
23,232,2,171,2,132,1.1,3.33,1.1,3.33,14,12,2,10,2.0,9.0,2832,236.0,3135
23,233,2,179,1,306,0.95,2.58,0.65,2.83,14,12,2,8,2.0,8.0,3054,254.5,3539
23,234,2,74,2,648,0.65,3.33,0.65,3.33,10,8,2,7,2.0,6.0,1874,234.25,2596
23,235,2,179,2,119,2.45,1.08,2.45,1.08,7,5,2,6,2.0,5.0,1178,235.6,1476
23,236,2,175,2,293,1.55,1.08,1.55,1.08,21,19,1,10,1.0,10.0,4646,244.52631578947367,5114
23,237,2,174,2,180,0.8,2.08,0.8,2.08,14,12,1,8,1.0,8.0,2571,214.25,2925
23,238,2,213,2,120,1.85,3.08,1.85,3.08,11,9,2,8,2.0,7.0,1902,211.33333333333334,2235
23,239,1,234,2,201,0.95,3.58,1.25,4.83,9,7,1,5,1.0,5.0,2005,286.42857142857144,2440
24,0,2,218,2,311,1.4,2.83,1.4,2.83,23,21,1,11,1.0,11.0,6582,313.42857142857144,7111
24,1,2,172,2,299,1.7,1.33,1.7,1.33,87,85,2,48,2.0,47.0,33474,393.81176470588235,33945
24,2,2,150,2,229,0.95,0.0,0.95,0.0,21,19,2,12,2.0,11.0,5730,301.57894736842104,6109
24,3,2,258,2,82,0.95,1.08,0.95,1.08,11,9,2,6,2.0,5.0,3034,337.1111111111111,3374
24,4,2,208,1,694,1.1,2.58,0.8,0.08,13,11,1,7,1.0,6.0,3434,312.1818181818182,4336
24,5,2,213,2,135,0.95,4.83,0.95,4.83,12,10,2,8,2.0,7.0,2608,260.8,2956
24,6,2,197,1,270,0.95,4.83,1.1,2.58,23,21,1,11,2.0,11.0,6900,328.57142857142856,7367
24,7,2,194,2,442,1.4,2.83,1.4,2.83,15,13,2,9,2.0,8.0,4148,319.0769230769231,4784
24,8,2,213,2,337,2.15,3.58,2.15,3.58,11,9,2,7,2.0,6.0,2222,246.88888888888889,2772
24,9,2,200,2,76,0.95,5.0,0.95,5.0,32,30,1,21,1.0,21.0,9848,328.26666666666665,10124
24,10,2,230,1,79,0.65,2.58,1.1,1.08,34,32,1,22,1.0,21.0,11126,347.6875,11435
24,11,2,255,1,528,1.4,2.83,2.3,4.08,35,33,1,26,1.0,25.0,10486,317.75757575757575,11269
24,12,2,198,2,127,1.85,1.33,1.85,1.33,31,29,1,16,1.0,16.0,9094,313.58620689655174,9419
24,13,2,45,1,504,0.35,0.33,1.1,3.33,13,11,2,9,2.0,9.0,3360,305.45454545454544,3909
24,14,0,202,2,239,,,0.8,1.58,21,19,1,10,1.0,10.0,7746,407.6842105263158,8187
24,15,1,203,1,445,1.25,3.08,1.25,3.08,47,45,0,20,0.0,20.0,18524,411.64444444444445,19172
24,16,2,242,2,173,1.1,0.58,1.1,0.58,47,45,2,27,2.0,26.0,15358,341.2888888888889,15773
24,17,2,327,1,155,0.5,0.83,2.6,3.33,11,9,1,7,1.0,6.0,2970,330.0,3452
24,18,2,207,2,300,1.1,0.33,1.1,0.33,22,20,2,15,2.0,14.0,5716,285.8,6223
24,19,2,158,1,87,0.0,0.08,1.1,2.08,14,12,1,8,1.0,7.0,3647,303.9166666666667,3892
24,20,2,254,1,185,1.1,2.58,1.1,1.33,12,10,2,6,2.0,6.0,2922,292.2,3361
24,21,1,374,1,155,0.8,0.58,0.8,0.58,20,18,1,13,1.0,12.0,6814,378.55555555555554,7343
24,22,2,243,2,306,0.95,5.0,0.95,5.0,11,9,2,6,2.0,5.0,2206,245.11111111111111,2755
24,23,1,132,2,259,0.8,0.08,0.8,0.58,11,9,1,5,1.0,5.0,2865,318.3333333333333,3256
24,24,2,240,1,93,0.0,0.0,1.1,0.33,10,8,1,5,1.0,4.0,1964,245.5,2297
24,25,2,607,2,484,0.8,5.0,0.8,5.0,16,14,1,9,1.0,9.0,6782,484.42857142857144,7873
24,26,2,396,1,353,1.1,1.08,2.6,3.33,13,11,1,8,1.0,7.0,3955,359.54545454545456,4704
24,27,1,162,0,131,0.5,0.33,,,8,6,1,3,1.0,3.0,2593,432.1666666666667,2886
24,28,2,264,1,429,1.4,2.83,0.95,1.08,10,8,2,6,2.0,6.0,1870,233.75,2563
24,29,2,241,2,102,0.65,2.58,0.65,2.58,10,8,2,5,1.0,4.0,2652,331.5,2995
24,30,2,262,1,126,1.25,2.83,0.8,5.0,53,51,2,27,2.0,27.0,20270,397.45098039215685,20658
24,31,2,211,1,317,1.1,2.58,1.1,2.08,35,33,1,17,1.0,16.0,11610,351.8181818181818,12138
24,32,2,240,2,460,0.5,0.83,0.5,0.83,10,8,2,6,2.0,5.0,2292,286.5,2992
24,33,2,262,1,205,0.0,4.58,0.95,5.0,7,5,1,3,2.0,3.0,1482,296.4,1949
24,34,2,69,2,433,0.5,0.08,0.5,0.08,15,13,2,8,2.0,7.0,3628,279.0769230769231,4130
24,35,2,378,2,457,0.35,1.33,0.35,1.33,27,25,2,19,2.0,18.0,7900,316.0,8735
24,36,2,0,1,44,0.8,0.08,1.4,1.33,19,17,1,10,1.0,9.0,5826,342.70588235294116,5870
24,37,2,185,2,328,1.1,0.58,1.1,0.58,15,13,2,11,2.0,10.0,3456,265.84615384615387,3969
24,38,2,257,2,107,2.45,2.08,2.45,2.08,19,17,2,13,2.0,12.0,6346,373.29411764705884,6710
24,39,2,346,2,199,1.1,0.58,1.1,0.58,46,44,2,28,2.0,27.0,14314,325.3181818181818,14859
24,40,0,460,2,120,,,1.4,2.83,22,20,2,12,2.0,11.0,6545,327.25,7125
24,41,2,579,2,155,0.0,0.08,0.0,0.08,12,10,2,7,2.0,6.0,2958,295.8,3692
24,42,1,286,2,405,2.6,3.33,0.5,0.83,7,5,1,3,1.0,3.0,1850,370.0,2541
24,43,0,214,2,179,,,1.1,2.58,25,23,1,15,1.0,15.0,7258,315.5652173913044,7651
24,44,0,190,2,464,,,1.1,0.58,52,50,2,25,1.0,24.0,18556,371.12,19210
24,45,2,196,1,59,0.95,0.0,0.35,3.83,20,18,2,12,2.0,12.0,5432,301.77777777777777,5687
24,46,2,183,2,164,0.0,0.0,0.0,0.0,11,9,2,7,2.0,6.0,2596,288.44444444444446,2943
24,47,2,201,1,83,1.4,2.83,0.5,0.83,8,6,1,4,1.0,3.0,1812,302.0,2096
24,48,2,219,1,254,0.8,1.58,0.8,0.0,15,13,2,9,2.0,9.0,4872,374.7692307692308,5345
24,49,2,276,2,458,0.95,4.83,0.95,4.83,13,11,2,9,2.0,8.0,3152,286.54545454545456,3886
24,50,2,243,1,313,0.95,1.08,0.5,4.58,6,4,2,3,2.0,3.0,1094,273.5,1650
24,51,1,232,1,451,0.95,5.0,0.95,5.0,8,6,1,4,1.0,3.0,2029,338.1666666666667,2712
24,52,2,200,1,47,1.25,2.83,0.8,5.0,39,37,2,24,2.0,24.0,13506,365.02702702702703,13753
24,53,2,218,1,72,1.1,0.58,0.95,0.0,13,11,1,7,1.0,6.0,3494,317.6363636363636,3784
24,54,2,234,1,71,0.35,1.33,1.1,1.08,18,16,2,9,2.0,9.0,5456,341.0,5761
24,55,2,198,1,234,0.65,2.58,0.0,0.08,17,15,1,9,1.0,8.0,5805,387.0,6237
24,56,2,235,1,620,1.1,2.58,0.8,0.08,15,13,1,8,1.0,7.0,3784,291.0769230769231,4639
24,57,2,229,1,275,0.95,5.0,0.5,0.33,6,4,1,3,1.0,2.0,1216,304.0,1720
24,58,2,246,1,118,1.85,1.33,1.4,3.83,9,7,2,5,2.0,5.0,1938,276.85714285714283,2302
24,59,2,70,1,485,0.8,5.0,0.35,3.83,6,4,2,3,2.0,3.0,1160,290.0,1715
24,60,2,207,1,555,0.95,4.83,0.5,4.58,7,5,2,4,2.0,4.0,1168,233.6,1930
24,61,2,229,2,308,0.8,0.58,0.8,0.58,16,14,2,8,1.0,7.0,4100,292.85714285714283,4637
24,62,2,180,1,137,1.7,1.33,1.25,0.33,25,23,1,14,1.0,13.0,8694,378.0,9011
24,63,2,209,0,173,1.1,0.58,,,18,16,1,12,1.0,12.0,6308,394.25,6690
24,64,2,245,2,313,1.1,2.58,1.1,2.58,10,8,2,6,2.0,5.0,2228,278.5,2786
24,65,2,194,1,490,1.7,1.33,0.5,0.33,6,4,2,3,2.0,3.0,862,215.5,1546
24,66,2,220,1,234,2.15,3.58,0.0,4.58,6,4,2,3,2.0,3.0,992,248.0,1446
24,67,2,222,1,219,0.5,0.08,0.35,0.33,14,12,2,8,2.0,8.0,3618,301.5,4059
24,68,2,208,2,476,1.25,0.33,1.25,0.33,11,9,1,6,1.0,6.0,3138,348.6666666666667,3822
24,69,2,280,2,387,1.1,1.08,1.1,1.08,7,5,2,4,2.0,3.0,1582,316.4,2249
24,70,2,227,2,163,0.8,0.0,0.8,0.0,9,7,2,5,2.0,4.0,1922,274.57142857142856,2312
24,71,2,613,2,422,1.4,2.83,1.4,2.83,9,7,2,5,2.0,4.0,1942,277.42857142857144,2977
24,72,0,286,2,351,,,0.0,4.58,9,7,0,3,0.0,3.0,2769,395.57142857142856,3406
24,73,2,209,1,245,0.5,0.83,0.5,4.83,13,11,2,7,2.0,7.0,3764,342.1818181818182,4218
24,74,2,208,1,238,0.95,5.0,1.55,2.08,30,28,1,23,1.0,22.0,9000,321.42857142857144,9446
24,75,2,213,1,87,2.45,2.08,0.8,3.83,16,14,2,9,2.0,9.0,4778,341.2857142857143,5078
24,76,2,198,2,55,0.35,0.33,0.35,0.33,7,5,2,5,2.0,4.0,1654,330.8,1907
24,77,2,195,2,140,0.65,2.58,0.65,2.58,15,13,1,9,1.0,9.0,4446,342.0,4781
24,78,2,194,1,588,1.1,0.33,1.25,3.08,6,4,2,3,2.0,3.0,998,249.5,1780
24,79,2,224,2,552,0.8,0.08,0.8,0.08,12,10,2,7,2.0,6.0,3310,331.0,4086
24,80,1,126,1,59,0.35,1.33,0.35,1.33,24,22,1,16,1.0,15.0,7856,357.09090909090907,8041
24,81,1,708,1,551,0.35,1.33,0.35,1.33,6,4,2,3,2.0,3.0,1807,451.75,3066
24,82,1,340,1,692,1.7,1.33,1.7,1.33,11,9,1,7,1.0,6.0,3328,369.77777777777777,4360
24,83,1,310,2,393,0.15,0.33,1.4,3.83,10,8,1,7,1.0,7.0,2793,349.125,3496
24,84,1,320,2,168,1.1,0.0,1.55,2.08,8,6,1,4,1.0,4.0,2402,400.3333333333333,2890
24,85,1,160,2,137,0.0,0.0,0.5,0.83,26,24,2,13,1.0,12.0,9140,380.8333333333333,9437
24,86,0,346,1,567,,,2.15,3.58,10,8,1,6,1.0,5.0,2488,311.0,3401
24,87,1,636,1,218,0.8,1.58,0.8,1.58,10,8,1,6,1.0,5.0,3343,417.875,4197
24,88,1,197,2,531,0.65,3.33,1.25,1.33,19,17,2,13,2.0,12.0,6744,396.70588235294116,7472
24,89,1,350,1,433,1.1,0.58,1.1,0.58,7,5,1,3,2.0,3.0,1566,313.2,2349
24,90,1,346,1,333,0.95,5.0,0.95,5.0,8,6,2,4,2.0,4.0,2205,367.5,2884
24,91,0,12,2,100,,,1.1,2.08,17,15,2,10,2.0,9.0,4748,316.53333333333336,4860
24,92,1,394,1,59,2.45,2.08,2.45,2.08,9,7,1,4,1.0,3.0,2469,352.7142857142857,2922
24,93,1,654,2,211,0.8,0.58,0.8,0.08,7,5,1,3,1.0,3.0,1243,248.6,2108
24,94,1,200,1,64,0.5,0.08,0.5,0.08,11,9,1,7,1.0,6.0,2593,288.1111111111111,2857
24,95,1,34,2,681,1.1,1.08,2.6,3.33,5,3,1,3,1.0,3.0,576,192.0,1291
24,96,1,255,2,106,0.35,0.08,2.3,4.08,6,4,2,3,1.0,2.0,1076,269.0,1437
24,97,1,776,2,82,1.1,3.33,1.4,1.33,12,10,2,8,2.0,7.0,2999,299.9,3857
24,98,1,274,1,266,1.55,2.83,1.55,2.83,13,11,1,6,2.0,6.0,4192,381.09090909090907,4732
24,99,1,386,2,269,0.5,0.08,1.1,0.58,6,4,2,3,1.0,2.0,1648,412.0,2303
24,100,2,258,1,59,0.35,2.33,1.2,5.0,23,21,2,15,2.0,15.0,7264,345.9047619047619,7581
24,101,2,263,1,99,0.0,0.08,0.65,2.58,8,6,2,4,2.0,4.0,1564,260.6666666666667,1926
24,102,1,380,1,397,2.45,2.08,2.45,2.08,19,17,1,13,1.0,12.0,5548,326.3529411764706,6325
24,103,2,56,2,86,1.1,1.33,1.1,1.33,9,7,2,6,2.0,5.0,1978,282.57142857142856,2120
24,104,2,261,1,108,0.5,4.83,1.25,5.0,6,4,1,3,1.0,2.0,930,232.5,1299
24,105,2,223,1,158,0.5,4.58,0.95,1.08,6,4,2,3,2.0,3.0,962,240.5,1343
24,106,1,110,2,339,0.8,0.08,0.8,3.83,10,8,2,5,1.0,4.0,2119,264.875,2568
24,107,2,239,2,500,1.55,2.83,1.55,2.83,5,3,2,3,2.0,2.0,1108,369.3333333333333,1847
24,108,2,257,1,424,0.5,0.33,1.7,1.33,6,4,1,3,1.0,2.0,1146,286.5,1827
24,109,2,199,2,187,1.4,1.33,1.4,1.33,7,5,2,4,2.0,3.0,1400,280.0,1786
24,110,2,63,1,238,0.35,0.08,0.65,5.0,8,6,1,3,2.0,3.0,2114,352.3333333333333,2415
24,111,1,392,2,520,1.25,2.83,0.8,5.0,19,17,2,9,1.0,8.0,6791,399.47058823529414,7703
24,112,2,245,2,303,2.3,4.08,2.3,4.08,11,9,2,5,1.0,4.0,2548,283.1111111111111,3096
24,113,0,67,2,249,,,1.1,1.33,35,33,1,17,1.0,17.0,10802,327.3333333333333,11118
24,114,0,192,2,72,,,1.85,1.33,19,17,2,14,2.0,13.0,5848,344.0,6112
24,115,2,300,2,186,1.1,0.0,1.1,0.0,12,10,2,6,1.0,5.0,3408,340.8,3894
24,116,2,214,1,272,2.6,3.33,0.5,0.83,6,4,2,3,2.0,3.0,954,238.5,1440
24,117,2,238,2,294,0.8,0.58,0.8,0.58,21,19,1,12,1.0,12.0,6004,316.0,6536
24,118,1,348,1,379,0.35,2.33,0.35,2.33,11,9,1,6,1.0,5.0,2788,309.77777777777777,3515
24,119,2,214,1,423,1.25,2.83,1.25,5.0,14,12,2,9,2.0,9.0,3272,272.6666666666667,3909
24,120,0,179,2,49,,,1.1,0.0,31,29,1,21,1.0,21.0,11420,393.7931034482759,11648
24,121,2,263,2,341,0.35,0.08,0.35,0.08,9,7,2,5,2.0,4.0,2134,304.85714285714283,2738
24,122,2,257,2,261,1.1,1.08,1.1,1.08,9,7,2,5,2.0,4.0,2240,320.0,2758
24,123,1,244,2,239,1.7,1.33,0.5,0.33,8,6,2,4,1.0,3.0,1645,274.1666666666667,2128
24,124,2,240,2,73,0.0,4.58,0.0,4.58,6,4,2,3,1.0,2.0,1264,316.0,1577
24,125,2,242,2,694,0.5,0.33,0.5,0.33,8,6,2,5,2.0,4.0,1990,331.6666666666667,2926
24,126,2,234,2,616,0.8,3.83,0.8,3.83,7,5,1,3,1.0,3.0,1576,315.2,2426
24,127,2,228,1,513,0.8,0.58,1.25,0.33,6,4,2,3,2.0,3.0,938,234.5,1679
24,128,2,233,2,102,0.95,0.0,0.95,0.0,7,5,2,5,2.0,4.0,1702,340.4,2037
24,129,2,229,2,562,1.2,5.0,1.2,5.0,23,21,1,13,1.0,13.0,7162,341.04761904761904,7953
24,130,2,234,1,800,2.6,3.33,0.5,0.83,6,4,2,3,2.0,3.0,1132,283.0,2166
24,131,2,280,2,94,1.25,0.33,1.25,0.33,23,21,2,16,2.0,15.0,6984,332.57142857142856,7358
24,132,1,257,2,486,1.25,5.0,0.5,4.83,6,4,1,3,1.0,3.0,750,187.5,1493
24,133,2,199,2,117,2.6,3.33,2.6,3.33,10,8,2,6,2.0,5.0,2426,303.25,2742
24,134,2,206,2,445,0.8,0.0,0.8,0.0,13,11,1,6,1.0,6.0,4034,366.72727272727275,4685
24,135,2,262,1,425,0.8,3.83,0.8,0.08,15,13,1,9,1.0,8.0,4606,354.3076923076923,5293
24,136,1,338,1,270,1.1,0.0,1.1,0.0,10,8,1,5,1.0,4.0,3081,385.125,3689
24,137,2,71,2,894,0.65,3.33,0.65,3.33,9,7,1,4,1.0,4.0,2242,320.2857142857143,3207
24,138,2,252,1,380,0.15,0.33,0.35,2.33,6,4,2,3,2.0,3.0,1271,317.75,1903
24,139,1,100,2,57,1.2,5.0,0.35,2.33,12,10,2,6,1.0,5.0,4164,416.4,4321
24,140,2,254,2,269,1.4,1.33,1.4,1.33,11,9,2,8,2.0,7.0,3554,394.8888888888889,4077
24,141,1,64,2,100,0.65,2.58,0.0,0.08,8,6,2,4,1.0,3.0,1953,325.5,2117
24,142,1,418,2,479,1.25,1.33,1.55,2.83,5,3,1,2,1.0,2.0,602,200.66666666666666,1499
24,143,2,242,1,492,1.1,1.33,0.35,3.83,6,4,2,3,2.0,3.0,840,210.0,1574
24,144,1,202,1,413,0.35,0.08,0.35,0.08,7,5,1,3,2.0,3.0,1570,314.0,2185
24,145,2,146,2,453,0.8,5.0,0.8,5.0,21,19,1,13,1.0,13.0,6690,352.10526315789474,7289
24,146,2,261,2,328,0.5,4.58,0.5,4.58,7,5,2,4,2.0,3.0,1736,347.2,2325
24,147,2,65,2,262,0.5,0.83,0.5,0.83,8,6,1,4,1.0,4.0,1416,236.0,1743
24,148,2,74,2,702,1.4,3.83,1.4,3.83,12,10,2,7,2.0,6.0,2700,270.0,3476
24,149,2,250,1,225,2.3,4.08,1.4,2.83,11,9,2,6,2.0,6.0,2698,299.77777777777777,3173
24,150,2,228,2,175,0.35,0.33,0.35,0.33,8,6,2,4,1.0,3.0,1868,311.3333333333333,2271
24,151,2,247,2,677,1.25,2.83,1.25,2.83,37,35,2,21,2.0,20.0,13530,386.57142857142856,14454
24,152,1,228,1,223,0.65,5.0,0.65,5.0,10,8,1,5,1.0,4.0,2857,357.125,3308
24,153,2,282,2,233,0.8,0.08,0.8,0.08,8,6,2,5,2.0,4.0,1690,281.6666666666667,2205
24,154,2,212,2,377,0.35,3.83,0.35,3.83,11,9,2,8,2.0,7.0,2668,296.44444444444446,3257
24,155,2,136,2,704,1.25,1.33,1.25,1.33,7,5,2,4,2.0,3.0,1856,371.2,2696
24,156,2,255,1,392,1.4,1.33,0.8,0.08,7,5,1,3,2.0,3.0,1260,252.0,1907
24,157,2,246,1,385,1.1,2.08,1.1,2.58,7,5,2,4,2.0,4.0,1474,294.8,2105
24,158,2,210,1,176,1.1,0.58,0.5,0.08,8,6,2,5,2.0,5.0,1702,283.6666666666667,2088
24,159,2,198,1,461,1.1,1.33,1.1,2.58,5,3,1,2,2.0,2.0,1277,425.6666666666667,1936
24,160,2,235,2,690,1.55,2.83,1.55,2.83,11,9,2,5,2.0,4.0,2760,306.6666666666667,3685
24,161,2,211,1,106,0.35,3.83,0.95,0.0,8,6,1,4,1.0,3.0,1378,229.66666666666666,1695
24,162,1,280,1,127,1.55,2.08,1.55,2.08,10,8,1,5,1.0,4.0,2682,335.25,3089
24,163,1,252,1,94,1.4,3.83,1.4,3.83,9,7,1,5,1.0,4.0,2293,327.57142857142856,2639
24,164,2,237,1,719,0.0,0.0,0.5,0.83,10,8,1,6,1.0,5.0,2876,359.5,3832
24,165,2,225,2,119,0.35,1.33,0.35,1.33,9,7,2,6,2.0,5.0,2268,324.0,2612
24,166,2,216,1,219,0.95,5.0,0.0,4.58,6,4,1,3,1.0,2.0,1000,250.0,1435
24,167,1,370,2,264,1.55,2.83,1.25,1.33,7,5,1,3,1.0,3.0,1630,326.0,2264
24,168,2,183,1,114,0.65,5.0,1.85,1.33,7,5,1,4,1.0,3.0,1594,318.8,1891
24,169,1,157,1,157,1.4,2.83,1.4,2.83,8,6,1,5,1.0,4.0,1792,298.6666666666667,2106
24,170,2,215,2,124,1.25,5.0,1.25,5.0,6,4,2,3,1.0,2.0,1186,296.5,1525
24,171,2,228,2,272,1.1,3.33,1.1,3.33,10,8,1,5,1.0,5.0,2716,339.5,3216
24,172,2,258,2,121,1.1,2.08,1.1,2.08,8,6,2,5,2.0,4.0,2251,375.1666666666667,2630
24,173,1,176,2,212,1.85,1.33,1.4,3.83,7,5,1,3,1.0,3.0,1605,321.0,1993
24,174,2,276,1,283,1.25,5.0,1.25,2.83,11,9,2,6,2.0,6.0,3270,363.3333333333333,3829
24,175,2,234,1,577,0.5,0.83,1.4,2.83,18,16,1,9,1.0,8.0,4694,293.375,5505
24,176,2,211,1,278,0.5,4.58,0.95,4.83,7,5,1,3,2.0,3.0,1236,247.2,1725
24,177,2,294,1,448,0.35,0.08,2.3,4.08,6,4,1,3,1.0,2.0,1134,283.5,1876
24,178,0,40,2,318,,,0.95,1.08,11,9,2,6,2.0,5.0,2204,244.88888888888889,2562
24,179,2,198,1,1126,0.65,5.0,0.35,0.08,11,9,1,5,1.0,4.0,2124,236.0,3448
24,180,2,249,1,336,0.65,3.33,1.25,1.33,12,10,1,6,1.0,5.0,3896,389.6,4481
24,181,2,228,1,71,1.1,2.58,0.95,4.83,16,14,1,10,1.0,9.0,5834,416.7142857142857,6133
24,182,2,248,2,362,1.25,3.08,1.25,3.08,8,6,2,4,1.0,3.0,1986,331.0,2596
24,183,2,243,2,433,0.8,0.08,0.8,0.08,13,11,2,9,2.0,8.0,3546,322.3636363636364,4222
24,184,2,208,2,531,1.1,3.33,1.1,3.33,8,6,2,5,2.0,4.0,1876,312.6666666666667,2615
24,185,0,349,2,220,,,1.1,1.08,13,11,2,6,2.0,5.0,3676,334.1818181818182,4245
24,186,2,150,2,822,2.15,3.58,2.15,3.58,24,22,2,13,2.0,12.0,7952,361.45454545454544,8924
24,187,2,241,2,136,1.2,5.0,1.2,5.0,25,23,1,12,1.0,12.0,6532,284.0,6909
24,188,2,316,1,372,2.45,2.08,1.2,5.0,6,4,2,3,2.0,3.0,2263,565.75,2951
24,189,1,624,1,571,0.95,5.0,0.95,5.0,20,18,2,12,2.0,12.0,7519,417.72222222222223,8714
24,190,2,235,2,113,0.35,2.33,0.35,2.33,10,8,2,6,2.0,5.0,2068,258.5,2416
24,191,0,629,2,355,,,0.8,1.58,16,14,2,8,2.0,7.0,5050,360.7142857142857,6034
24,192,1,369,1,257,1.1,0.58,1.1,0.58,9,7,1,5,1.0,4.0,2406,343.7142857142857,3032
24,193,2,292,1,454,0.35,3.83,0.8,5.0,8,6,2,4,2.0,4.0,2160,360.0,2906
24,194,2,192,1,409,0.35,3.83,1.1,1.33,8,6,1,4,1.0,3.0,1446,241.0,2047
24,195,2,220,2,126,1.1,0.33,1.1,0.33,8,6,2,4,1.0,3.0,1476,246.0,1822
24,196,2,51,2,181,0.8,0.08,0.8,0.08,9,7,2,5,2.0,4.0,1686,240.85714285714286,1918
24,197,2,279,2,498,0.5,4.83,0.5,4.83,9,7,2,5,2.0,4.0,2178,311.14285714285717,2955
24,198,1,50,0,198,1.1,0.33,,,12,10,1,7,1.0,7.0,3118,311.8,3366
24,199,2,185,2,157,1.1,1.08,1.1,1.08,29,27,2,26,2.0,25.0,10394,384.962962962963,10736
24,200,0,610,2,209,,,0.35,3.83,8,6,2,4,2.0,3.0,1750,291.6666666666667,2569
24,201,1,110,2,121,1.85,1.33,0.65,5.0,15,13,1,10,1.0,10.0,4273,328.6923076923077,4504
24,202,2,0,1,202,0.95,5.0,0.0,4.58,7,5,1,3,1.0,2.0,1118,223.6,1320
24,203,1,290,2,166,0.95,5.0,1.55,2.08,13,11,1,6,1.0,6.0,3635,330.45454545454544,4091
24,204,1,183,2,656,0.5,0.83,0.0,0.0,5,3,1,2,1.0,2.0,878,292.6666666666667,1717
24,205,2,230,1,401,0.5,4.58,0.95,4.83,5,3,1,2,2.0,2.0,1097,365.6666666666667,1728
24,206,1,168,1,188,1.25,2.83,1.25,2.83,16,14,1,8,1.0,7.0,6004,428.85714285714283,6360
24,207,1,54,2,181,1.1,2.58,0.8,0.08,6,4,1,3,1.0,3.0,1790,447.5,2025
24,208,0,348,1,749,,,0.95,4.83,9,7,1,6,1.0,5.0,2394,342.0,3491
24,209,1,26,1,73,0.65,2.58,0.65,2.58,10,8,1,6,1.0,5.0,2112,264.0,2211
24,210,1,301,2,345,1.1,0.58,0.5,0.08,5,3,1,2,1.0,2.0,666,222.0,1312
24,211,1,221,1,181,0.0,0.08,0.0,0.08,11,9,1,5,2.0,5.0,2352,261.3333333333333,2754
24,212,1,256,2,450,1.1,0.33,1.25,3.08,5,3,1,2,1.0,2.0,706,235.33333333333334,1412
24,213,1,169,2,73,0.15,0.33,0.35,2.33,8,6,1,4,1.0,4.0,1568,261.3333333333333,1810
24,214,2,234,1,735,0.65,5.0,0.35,0.08,4,2,2,2,,,0,0.0,1339
24,215,1,157,2,623,1.25,1.33,0.65,3.33,6,4,1,3,1.0,3.0,966,241.5,1746
24,216,1,179,2,271,1.4,2.83,0.95,5.0,8,6,1,4,1.0,4.0,1948,324.6666666666667,2398
24,217,1,69,1,436,1.2,5.0,1.2,5.0,7,5,1,4,1.0,3.0,1334,266.8,1839
24,218,0,149,2,270,,,1.25,1.33,5,3,1,2,1.0,2.0,1140,380.0,1559
24,219,1,196,2,373,1.4,2.83,0.5,0.83,8,6,2,4,1.0,3.0,1576,262.6666666666667,2145
24,220,1,157,2,301,0.8,5.0,0.35,3.83,6,4,1,3,1.0,3.0,958,239.5,1416
24,221,1,201,2,784,2.3,4.08,0.35,0.08,6,4,1,4,1.0,4.0,452,113.0,1437
24,222,1,169,2,745,1.4,1.33,1.1,3.33,5,3,1,3,1.0,3.0,564,188.0,1478
24,223,1,64,2,113,0.5,0.83,0.5,4.83,9,7,1,6,1.0,6.0,2170,310.0,2347
24,224,1,157,2,528,1.1,1.33,0.35,3.83,7,5,1,4,1.0,4.0,1014,202.8,1699
24,225,1,360,2,429,0.65,3.33,0.35,1.33,5,3,1,2,1.0,2.0,1149,383.0,1938
24,226,1,151,2,435,0.0,0.0,1.1,0.33,5,3,1,2,1.0,2.0,832,277.3333333333333,1418
24,227,1,242,2,341,0.5,4.83,1.25,5.0,5,3,1,2,1.0,2.0,1272,424.0,1855
24,228,1,259,1,346,1.1,0.58,1.1,0.58,12,10,1,6,1.0,5.0,4816,481.6,5421
24,229,0,154,1,99,,,0.35,2.33,8,6,1,4,1.0,3.0,2910,485.0,3163
24,230,1,384,1,408,0.35,3.83,0.35,3.83,8,6,1,4,1.0,3.0,1733,288.8333333333333,2525
24,231,1,200,1,273,0.35,0.33,0.35,0.33,9,7,1,6,1.0,5.0,2550,364.2857142857143,3023
24,232,1,364,2,287,0.8,3.83,0.8,0.08,7,5,1,3,1.0,3.0,1521,304.2,2172
24,233,1,312,2,61,1.1,0.0,0.8,1.58,6,4,2,3,1.0,2.0,1200,300.0,1573
24,234,1,258,2,343,0.8,0.0,1.25,3.08,5,3,1,2,1.0,2.0,1167,389.0,1768
24,235,1,618,1,564,1.4,2.83,1.4,2.83,5,3,1,2,2.0,2.0,1306,435.3333333333333,2488
24,236,1,215,2,1053,1.4,3.83,0.15,0.33,5,3,1,3,1.0,3.0,876,292.0,2144
24,237,2,52,2,259,1.1,0.0,1.1,0.0,8,6,2,4,1.0,3.0,1536,256.0,1847
24,238,1,148,2,265,1.85,1.33,1.4,3.83,6,4,1,3,1.0,3.0,936,234.0,1349
24,239,1,156,1,88,1.1,0.58,1.1,0.58,12,10,1,7,1.0,6.0,3112,311.2,3356
25,0,1,418,2,523,0.95,0.0,0.5,5.0,6,4,1,3,1.0,3.0,967,241.75,1908
