Unnamed: 0,Part,TrialN,PairID,LItem,LValue,RItem,RValue,ChosenITM,ChoiceRT,Conf,ConfRT,BlockCond,tDDT,lIA_DT,rIA_DT,tGSF,lastFixat,DV,zDV,absDV,zAbsDV,zConf,zChoiceRT,DFam,LFam,RFam,TotFam,TotVal,FamCh,FamUnCh,ValCh,ValUnCh,Correct,zDFam,zTotFam,zTotVal,zValCh,zValUnCh,zFamCh,zFamUnCh,zGSF,zDDT,absDDT,abszDFam,ConfSplit,GSFMedSplit,DDTMedSplit
12,1,13,35,41_jelly_babies_berry_mix.png,1.85,40_nestle_rolo.png,1.1,1,3117,72,3481,2.0,75,1182,1257,3,2,-0.75,-1.2103072956898175,0.75,0.6822025149253121,-0.016205609317923964,-0.03408533101273481,-0.5,4.58,4.08,8.66,2.95,4.08,4.58,1.1,1.85,1,-0.2670696563580545,0.5058452363277071,-0.07128726847827055,-0.9016391611096468,0.7788587800291404,0.19136301348463047,0.5624030416362753,0.3580227314427213,0.3491815761082269,0.3491815761082269,0.2670696563580545,1,1,1
13,1,14,45,51_smarties.png,1.7,43_mccoys_steak_crisps.png,2.0,1,10424,28,2052,2.0,-991,5054,4063,7,2,0.30000000000000004,0.4841229182759271,0.30000000000000004,-0.5708225124885274,-3.307190886188608,4.565742548203319,0.0,5.0,5.0,10.0,3.7,5.0,5.0,2.0,1.7,0,-7.906850177798411e-18,1.1358011997841495,1.1168338728261231,1.1592503499981108,0.4438657563606913,0.851256085129295,0.8543047284543455,3.3467342287037005,-1.386549643902824,1.386549643902824,7.906850177798411e-18,0,1,0
14,1,15,58,5_caramello.png,1.25,34_hobnob_flapjack.png,1.55,0,2754,70,1479,2.0,-379,1313,934,2,1,0.30000000000000004,0.4841229182759271,0.30000000000000004,-0.5708225124885274,-0.16579584917568232,-0.2625973770173095,-1.75,2.83,1.08,3.91,2.8,2.83,1.08,1.25,1.55,1,-0.9347437972531908,-1.7272076192081898,-0.30891149673914986,-0.5581575759250207,0.10887273269224257,-0.7052308338586638,-1.8701110151809768,-0.38915514287252345,-0.3900510447970425,0.3900510447970425,0.9347437972531908,1,0,0
15,1,16,41,11_lindt_orange.png,2.0,59_crunchie.png,1.7,1,5836,58,2950,2.0,76,2458,2534,5,2,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,-1.0633372883222325,1.6775517298314486,0.25,4.75,5.0,9.75,3.7,5.0,4.75,1.7,2.0,1,0.13353482817902726,1.0182721021243657,1.1168338728261231,0.4722871796288583,1.113851803697589,0.851256085129295,0.6805537243959703,1.8523784800732108,0.35080984179304026,0.35080984179304026,0.13353482817902726,0,1,1
16,1,17,42,63_kitkat.png,1.85,19_pistachios.png,1.7,1,3931,56,3017,2.0,1039,1100,2139,3,2,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.9884975216264741,-1.212927528179991,0.4783356206338872,-0.6699999999999999,5.0,4.33,9.33,3.55,4.33,5.0,1.7,1.85,1,-0.3578733395197929,0.8208232180559283,0.8792096445652439,0.4722871796288583,0.7788587800291404,0.37068178295328935,0.8543047284543455,0.3580227314427213,1.9188296962683145,1.9188296962683145,0.3578733395197929,0,1,1
17,1,18,52,42_dairy_milk_fruit_and_nut.png,1.55,38_milkybar.png,0.8,1,3602,72,1979,2.0,470,1290,1760,1,2,-0.75,-1.2103072956898175,0.75,0.6822025149253121,-0.016205609317923964,0.2712269067619724,0.0,4.33,4.33,8.66,2.35,4.33,4.33,0.8,1.55,1,-7.906850177798411e-18,0.5058452363277071,-1.0217841815217856,-1.5886023314788995,0.10887273269224257,0.37068178295328935,0.3886520375779001,-1.1363330171877684,0.9923465216095076,0.9923465216095076,7.906850177798411e-18,1,0,1
18,1,19,49,52_discos_salt_vinegar.png,1.7,60_caramel_rice_crisps.png,1.4,0,5674,68,2473,2.0,946,1996,2942,4,1,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,-0.3153860890334407,1.5755711473170102,-1.5,4.58,3.08,7.66,3.1,4.58,3.08,1.7,1.4,0,-0.8012089690741635,0.035728845688570834,0.16633695978260807,0.4722871796288583,-0.22612029097620664,0.5500005524219482,-0.4801029827139756,1.1052006057579662,1.767400987580671,1.767400987580671,0.8012089690741635,0,1,1
19,1,20,33,26_yorkie.png,1.7,58_walnut_whip.png,1.1,1,2567,78,3611,2.0,945,512,1457,1,2,-0.5999999999999999,-0.9682458365518538,0.5999999999999999,0.2645275057873652,0.4325651102553511,-0.3803157037469389,-3.25,3.58,0.33,3.91,2.8,0.33,3.58,1.1,1.7,1,-1.7359527663273542,-1.7272076192081898,-0.30891149673914986,-0.9016391611096468,0.4438657563606913,-2.498418528545252,-0.13260097459722528,-1.1363330171877684,1.7657727218958577,1.7657727218958577,1.7359527663273542,1,0,1
20,1,21,7,30_starburst_original.png,1.1,62_cadbury_wispa.png,1.55,0,2097,70,3321,2.0,-452,1032,580,2,1,0.45,0.7261843774138904,0.45,-0.15314750335058114,-0.16579584917568232,-0.6761852949925314,-1.5,4.83,3.33,8.16,2.6500000000000004,4.83,3.33,1.1,1.55,1,-0.8012089690741635,0.2707870410081389,-0.5465357250000278,-0.9016391611096468,0.10887273269224257,0.729319321890607,-0.30635197865560043,-0.38915514287252345,-0.5089144397884184,0.5089144397884184,0.8012089690741635,0,0,0
21,1,22,38,56_marshmallows.png,0.95,38_milkybar.png,0.8,0,3641,56,2259,2.0,-244,1672,1428,2,1,-0.1499999999999999,-0.2420614591379633,0.1499999999999999,-0.9884975216264744,-1.212927528179991,0.2957777877376705,0.5,3.83,4.33,8.16,1.75,3.83,4.33,0.95,0.8,0,0.2670696563580545,0.2707870410081389,-1.9722810945653009,-1.2451207462942735,-1.566092385650002,0.012044244015971631,0.3886520375779001,-0.38915514287252345,-0.1702351773472377,0.1702351773472377,0.2670696563580545,0,0,0
22,1,23,47,51_smarties.png,1.7,34_hobnob_flapjack.png,1.55,1,4550,78,1403,2.0,-544,2188,1644,3,2,-0.1499999999999999,-0.2420614591379633,0.1499999999999999,-0.9884975216264744,0.4325651102553511,0.8680021674020187,-3.92,5.0,1.08,6.08,3.25,1.08,5.0,1.55,1.7,1,-2.093826105847147,-0.7070550515212645,0.4039611880434867,0.12880559444423215,0.4438657563606913,-1.960462220139276,0.8543047284543455,0.3580227314427213,-0.6587148827912483,0.6587148827912483,2.093826105847147,1,1,0
23,1,24,34,19_pistachios.png,1.7,110_bombay_mix.png,1.4,1,2973,62,2855,2.0,1171,592,1763,1,2,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,-0.7641568086067158,-0.1247347376922355,-0.75,4.33,3.58,7.91,3.1,3.58,4.33,1.4,1.7,1,-0.40060448453708175,0.15325794334835488,0.16633695978260807,-0.2146759907403945,0.4438657563606913,-0.16727452545268726,0.3886520375779001,-1.1363330171877684,2.133760766663679,2.133760766663679,0.40060448453708175,0,0,1
24,1,25,15,57_food_doctor_mild_korma_crisps.png,1.25,108_chilli_nuts.png,1.7,0,2824,68,2666,2.0,99,1095,1194,2,1,0.45,0.7261843774138904,0.45,-0.15314750335058114,-0.3153860890334407,-0.2185316932147744,3.25,0.08,3.33,3.41,2.95,0.08,3.33,1.25,1.7,1,1.7359527663273542,-1.962265814527758,-0.07128726847827055,-0.5581575759250207,0.4438657563606913,-2.6777372980139114,-0.30635197865560043,-0.38915514287252345,0.3882599525437477,0.3882599525437477,1.7359527663273542,0,0,1
25,1,26,5,113_walkers_cheese.png,2.0,32_snickers.png,2.3,0,3643,70,2331,2.0,-812,1858,1046,4,1,0.2999999999999998,0.4841229182759267,0.2999999999999998,-0.5708225124885281,-0.16579584917568232,0.2970368072748858,0.6699999999999999,4.33,5.0,9.33,4.3,4.33,5.0,2.0,2.3,1,0.3578733395197929,0.8208232180559283,2.067330785869637,1.1592503499981108,1.7838378510344866,0.37068178295328935,0.8543047284543455,1.1052006057579662,-1.095090086321231,1.095090086321231,0.3578733395197929,0,1,0
26,1,27,46,112_lindt_extra_creamy.png,1.85,104_graze_sriracha.png,0.65,1,2188,72,2191,2.0,389,680,1069,1,2,-1.2000000000000002,-1.9364916731037085,1.2000000000000002,1.9352275423391525,-0.016205609317923964,-0.6188999060492358,-3.75,4.08,0.33,4.41,2.5,0.33,4.08,0.65,1.85,1,-2.0030224226854085,-1.492149423888622,-0.7841599532609069,-1.932083916663526,0.7788587800291404,-2.498418528545252,0.214901033519525,-1.1363330171877684,0.8604570011396248,0.8604570011396248,2.0030224226854085,1,0,1
27,1,28,50,63_kitkat.png,1.85,20_crunch.png,1.1,1,3321,74,2863,2.0,1153,830,1983,3,2,-0.75,-1.2103072956898175,0.75,0.6822025149253121,0.1333846305398344,0.09433466178322453,-4.17,5.0,0.83,5.83,2.95,0.83,5.0,1.1,1.85,1,-2.2273609340261737,-0.8245841491810485,-0.07128726847827055,-0.9016391611096468,0.7788587800291404,-2.1397809896079347,0.8543047284543455,0.3580227314427213,2.104451984337038,2.104451984337038,2.2273609340261737,1,1,1
28,1,29,43,103_nakd_berry.png,1.85,35_mms_plain.png,2.0,0,6784,82,2539,2.0,-498,3186,2688,4,1,0.1499999999999999,0.2420614591379633,0.1499999999999999,-0.9884975216264744,0.7317455899708678,2.274326990471495,2.25,2.58,4.83,7.41,3.85,2.58,4.83,1.85,2.0,1,1.2018134536112453,-0.08180025197121323,1.3544581010870018,0.8157687648134849,1.113851803697589,-0.8845496033273226,0.7361540456946504,1.1052006057579662,-0.5838146612898334,0.5838146612898334,1.2018134536112453,1,1,0
29,1,30,11,18_galaxy_bar.png,1.1,32_snickers.png,2.3,0,2314,82,2320,2.0,153,825,978,2,1,1.1999999999999995,1.936491673103708,1.1999999999999995,1.9352275423391512,0.7317455899708678,-0.5395816752046727,0.25,4.75,5.0,9.75,3.4,4.75,5.0,1.1,2.3,1,0.13353482817902726,1.0182721021243657,0.6415854163043653,-0.9016391611096468,1.7838378510344866,0.6719373156606362,0.8543047284543455,-0.38915514287252345,0.4761862995236696,0.4761862995236696,0.13353482817902726,1,0,1
30,1,31,8,115_shapers_blueberry.png,1.1,43_mccoys_steak_crisps.png,2.0,0,2952,80,1805,2.0,-929,1655,726,2,1,0.8999999999999999,1.4523687548277808,0.8999999999999999,1.0998775240632583,0.5821553501131095,-0.13795444283299602,3.67,1.33,5.0,6.33,3.1,1.33,5.0,1.1,2.0,1,1.96029127766812,-0.5895259538614803,0.16633695978260807,-0.9016391611096468,1.113851803697589,-1.781143450670617,0.8543047284543455,-0.38915514287252345,-1.2855971714443952,1.2855971714443952,1.96029127766812,1,0,0
31,1,32,60,57_food_doctor_mild_korma_crisps.png,1.25,110_bombay_mix.png,1.4,0,8388,46,2465,2.0,-549,4045,3496,4,1,0.1499999999999999,0.2420614591379633,0.1499999999999999,-0.9884975216264744,-1.9608787274687833,3.284060659318155,3.5,0.08,3.58,3.66,2.65,0.08,3.58,1.25,1.4,1,1.8694875945063811,-1.844736716867974,-0.5465357250000284,-0.5581575759250207,-0.22612029097620664,-2.6777372980139114,-0.13260097459722528,1.1052006057579662,-0.6668562112153151,0.6668562112153151,1.8694875945063811,0,1,0
32,1,33,13,117_yogurt_raisins.png,1.25,103_nakd_berry.png,1.85,1,5341,62,1571,2.0,-982,2754,1772,3,2,0.6000000000000001,0.968245836551854,0.6000000000000001,0.2645275057873658,-0.7641568086067158,1.3659443943706648,-0.5,3.08,2.58,5.66,3.1,2.58,3.08,1.85,1.25,0,-0.2670696563580545,-0.9045039355897015,0.16633695978260807,0.8157687648134849,-0.5611133146446553,-0.8845496033273226,-0.4801029827139756,0.3580227314427213,-1.3718952527395036,1.3718952527395036,0.2670696563580545,0,1,0
33,1,34,57,40_nestle_rolo.png,1.1,48_mentos_mint.png,0.95,1,2183,74,2091,2.0,712,638,1350,1,2,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.9884975216264741,0.1333846305398344,-0.6220474548922741,-0.5,4.08,3.58,7.66,2.05,3.58,4.08,0.95,1.1,1,-0.2670696563580545,0.035728845688570834,-1.4970326380435437,-1.2451207462942735,-0.896106338313104,-0.16727452545268726,0.214901033519525,-1.1363330171877684,1.3863868173343428,1.3863868173343428,0.2670696563580545,1,0,1
34,1,35,10,48_mentos_mint.png,0.95,14_maltesers.png,1.85,0,3207,68,2466,2.0,438,1128,1566,2,1,0.9000000000000001,1.4523687548277813,0.9000000000000001,1.099877524063259,-0.3153860890334407,0.02257054816195313,1.42,3.58,5.0,8.58,2.8,3.58,5.0,0.95,1.85,1,0.7584778240568747,0.4682359250765761,-0.30891149673914986,-1.2451207462942735,0.7788587800291404,-0.16727452545268726,0.8543047284543455,-0.38915514287252345,0.9402420196954798,0.9402420196954798,0.7584778240568747,0,0,1
35,1,36,36,58_walnut_whip.png,1.1,23_kp_grazing_mix.png,1.55,1,3224,58,3722,2.0,888,920,1808,3,2,0.45,0.7261843774138904,0.45,-0.15314750335058114,-1.0633372883222325,0.033272214228283074,2.25,0.33,2.58,2.91,2.6500000000000004,2.58,0.33,1.55,1.1,0,1.2018134536112453,-2.197324009847326,-0.5465357250000278,0.12880559444423215,-0.896106338313104,-0.8845496033273226,-2.391364027356102,0.3580227314427213,1.6729615778614957,1.6729615778614957,1.2018134536112453,0,1,1
36,1,37,3,108_chilli_nuts.png,1.7,41_jelly_babies_berry_mix.png,1.85,1,3476,72,3189,2.0,-468,1560,1092,3,2,0.15000000000000013,0.2420614591379637,0.15000000000000013,-0.9884975216264741,-0.016205609317923964,0.1919086759174093,1.25,3.33,4.58,7.91,3.55,4.58,3.33,1.85,1.7,0,0.6676741408951362,0.15325794334835488,0.8792096445652439,0.8157687648134849,0.4438657563606913,0.5500005524219482,-0.30635197865560043,0.3580227314427213,-0.5349666907454322,0.5349666907454322,0.6676741408951362,1,1,0
37,1,38,9,50_nakd_rhubarb_and_custard.png,0.65,47_daim.png,1.7,0,2295,72,5333,2.0,-469,1159,690,2,1,1.0499999999999998,1.6944302139657443,1.0499999999999998,1.5175525332012048,-0.016205609317923964,-0.5515423608082181,3.83,0.0,3.83,3.83,2.35,0.0,3.83,0.65,1.7,1,2.045753567702697,-1.7648169304593209,-1.0217841815217856,-1.932083916663526,0.4438657563606913,-2.7351193042438817,0.04115002946114985,-0.38915514287252345,-0.5365949564302457,0.5365949564302457,2.045753567702697,1,0,0
38,1,39,2,107_graze_scream.png,1.55,109_kp_roast.png,2.3,0,3513,66,2712,2.0,-533,1753,1220,2,1,0.7499999999999998,1.210307295689817,0.7499999999999998,0.6822025149253115,-0.4649763288911991,0.21520053735589206,2.17,2.83,5.0,7.83,3.85,2.83,5.0,1.55,2.3,1,1.1590823085939563,0.11564863209722395,1.3544581010870018,0.12880559444423215,1.7838378510344866,-0.7052308338586638,0.8543047284543455,-0.38915514287252345,-0.6408039602583012,0.6408039602583012,1.1590823085939563,0,0,0
39,1,40,40,2_maynards_winegums.png,1.1,27_mars.png,0.95,1,4458,66,2996,2.0,172,1716,1888,3,2,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.9884975216264741,-0.4649763288911991,0.8100872686901155,0.5,4.08,4.58,8.66,2.05,4.58,4.08,0.95,1.1,1,0.2670696563580545,0.5058452363277071,-1.4970326380435437,-1.2451207462942735,-0.896106338313104,0.5500005524219482,0.214901033519525,0.3580227314427213,0.5071233475351237,0.5071233475351237,0.2670696563580545,0,1,1
40,1,41,57,40_nestle_rolo.png,1.1,48_mentos_mint.png,0.95,0,2009,80,3501,1.0,-213,859,646,2,1,-0.15000000000000013,-0.2420614591379637,0.15000000000000013,-0.9884975216264741,0.5821553501131095,-0.7315821546300041,-0.5,4.08,3.58,7.66,2.05,4.08,3.58,1.1,0.95,1,-0.2670696563580545,0.035728845688570834,-1.4970326380435437,-0.9016391611096468,-1.2310993619815531,0.19136301348463047,-0.13260097459722528,-0.38915514287252345,-0.11975894111802328,0.11975894111802328,0.2670696563580545,1,0,0
41,1,42,41,11_lindt_orange.png,2.0,59_crunchie.png,1.7,0,3371,78,2463,1.0,-1516,2200,684,2,1,-0.30000000000000004,-0.4841229182759271,0.30000000000000004,-0.5708225124885274,0.4325651102553511,0.1258101502136067,0.25,4.75,5.0,9.75,3.7,4.75,5.0,2.0,1.7,1,0.13353482817902726,1.0182721021243657,1.1168338728261231,1.1592503499981108,0.4438657563606913,0.6719373156606362,0.8543047284543455,-0.38915514287252345,-2.2413891284298426,2.2413891284298426,0.13353482817902726,1,1,0
42,1,43,11,18_galaxy_bar.png,1.1,32_snickers.png,2.3,1,1700,82,2707,1.0,133,566,699,1,2,1.1999999999999995,1.936491673103708,1.1999999999999995,1.9352275423391512,0.7317455899708678,-0.926100673129766,0.25,4.75,5.0,9.75,3.4,5.0,4.75,2.3,1.1,1,0.13353482817902726,1.0182721021243657,0.6415854163043653,1.8462135203673635,-0.896106338313104,0.851256085129295,0.6805537243959703,-1.1363330171877684,0.4436209858274023,0.4436209858274023,0.13353482817902726,1,0,1
43,1,44,60,57_food_doctor_mild_korma_crisps.png,1.25,110_bombay_mix.png,1.4,1,7466,42,2083,1.0,-133,3184,3051,5,2,0.1499999999999999,0.2420614591379633,0.1499999999999999,-0.9884975216264744,-2.2600592071842995,2.7036526526619085,3.5,0.08,3.58,3.66,2.65,3.58,0.08,1.4,1.25,1,1.8694875945063811,-1.844736716867974,-0.5465357250000284,-0.2146759907403945,-0.5611133146446553,-0.16727452545268726,-2.5651150314144773,1.8523784800732108,0.01050231366704621,0.01050231366704621,1.8694875945063811,0,1,0
44,1,45,5,113_walkers_cheese.png,2.0,32_snickers.png,2.3,1,1889,70,1681,1.0,-88,778,690,1,2,0.2999999999999998,0.4841229182759267,0.2999999999999998,-0.5708225124885281,-0.16579584917568232,-0.8071233268629213,0.6699999999999999,4.33,5.0,9.33,4.3,5.0,4.33,2.3,2.0,1,0.3578733395197929,0.8208232180559283,2.067330785869637,1.8462135203673635,1.113851803697589,0.851256085129295,0.3886520375779001,-1.1363330171877684,0.0837742694836478,0.0837742694836478,0.3578733395197929,0,0,1
45,1,46,3,108_chilli_nuts.png,1.7,41_jelly_babies_berry_mix.png,1.85,1,2227,74,1989,1.0,400,656,1056,1,2,0.15000000000000013,0.2420614591379637,0.15000000000000013,-0.9884975216264741,0.1333846305398344,-0.5943490250735377,1.25,3.33,4.58,7.91,3.55,4.58,3.33,1.85,1.7,1,0.6676741408951362,0.15325794334835488,0.8792096445652439,0.8157687648134849,0.4438657563606913,0.5500005524219482,-0.30635197865560043,-1.1363330171877684,0.8783679236725718,0.8783679236725718,0.6676741408951362,0,0,1
46,1,47,46,112_lindt_extra_creamy.png,1.85,104_graze_sriracha.png,0.65,0,4259,70,2275,1.0,276,1668,1944,2,1,-1.2000000000000002,-1.9364916731037085,1.2000000000000002,1.9352275423391525,-0.16579584917568232,0.6848148247371943,-3.75,4.08,0.33,4.41,2.5,4.08,0.33,1.85,0.65,1,-2.0030224226854085,-1.492149423888622,-0.7841599532609069,0.8157687648134849,-1.9010854093184508,0.19136301348463047,-2.391364027356102,-0.38915514287252345,0.676462978755714,0.676462978755714,2.0030224226854085,0,1,1
47,1,48,52,42_dairy_milk_fruit_and_nut.png,1.55,38_milkybar.png,0.8,0,3505,76,2208,1.0,-1232,2046,814,2,1,-0.75,-1.2103072956898175,0.75,0.6822025149253121,0.2829748703975928,0.21016445920703092,0.0,4.33,4.33,8.66,2.35,4.33,4.33,1.55,0.8,1,-7.906850177798411e-18,0.5058452363277071,-1.0217841815217856,0.12880559444423215,-1.566092385650002,0.37068178295328935,0.3886520375779001,-0.38915514287252345,-1.7789616739428458,1.7789616739428458,7.906850177798411e-18,0,1,0
48,1,49,59,54_milkyway_magic_stars.png,1.55,30_starburst_original.png,1.1,0,2548,90,2177,1.0,-109,1093,984,2,1,-0.45,-0.7261843774138904,0.45,-0.15314750335058114,1.3301065494019009,-0.3922763893504841,-0.16999999999999993,5.0,4.83,9.83,2.6500000000000004,5.0,4.83,1.55,1.1,1,-0.09080368316173852,1.0558814133754963,-0.5465357250000278,0.12880559444423215,-0.896106338313104,0.851256085129295,0.7361540456946504,-0.38915514287252345,0.049580690102567056,0.049580690102567056,0.09080368316173852,1,1,1
49,1,50,8,115_shapers_blueberry.png,1.1,43_mccoys_steak_crisps.png,2.0,1,3226,54,2619,1.0,-475,1598,1123,3,2,0.8999999999999999,1.4523687548277808,0.8999999999999999,1.0998775240632583,-1.3625177680377492,0.03453123376549836,3.67,1.33,5.0,6.33,3.1,5.0,1.33,2.0,1.1,1,1.96029127766812,-0.5895259538614803,0.16633695978260807,1.1592503499981108,-0.896106338313104,0.851256085129295,-1.6963600111226014,0.3580227314427213,-0.5463645505391259,0.5463645505391259,1.96029127766812,0,1,0
