,Part,TrialN,PairID,L_Item,L_Value,R_Item,R_Value,ChosenITM,ChoiceRT,Conf,ConfRT,BlockCond,tDDT,L_IA_DT,R_IA_DT,tGSF,lastFixat,DV,zDV,absDV,zAbsDV,zConf,zChoiceRT,FamLeft,FamRight,Tot_Fam,Tot_Val,FamChosen,FamUnChosen,ValChosen,ValUnChosen,Correct,ZtotFam,ZtotVal,ZValCh,ZValUnCh,ZFamCh,ZFamUnCh,ztGSF,ztDDT,absDDT,ConfSplit,GSFMedSplit,DDTMedSplit,absDDTMedSplit,,higher,lower,,higher,lower,,higher,lower
3085,13,206,17,39_milkyway.png,1.25,55_bassetts_licorice_allsorts.png,1.7,0,2659,94,1038,2,150,1120,1270,1,1,0.45,0.477334371,0.45,-0.571759409,0.711628093,-0.278938764,5,4.83,9.83,2.95,5,4.83,1.25,1.7,1,1.076610305,-0.104736066,-0.498500494,0.331585331,0.882723112,0.771230135,-1.061768447,0.105713986,0.105713986,1,1,0,1,,,,,,,,,
3086,13,207,22,18_galaxy_bar.png,2,104_graze_sriracha.png,1.7,1,1862,48,1869,2,-136,1091,955,2,2,-0.3,-0.318222914,0.3,-0.844025794,-1.015047544,-0.918385154,5,1.83,6.83,3.7,1.83,5,1.7,2,1,-0.139135334,0.722127614,0.209429201,0.77992606,-1.09273207,0.876949089,-0.192060504,-0.185057723,0.185057723,0,1,1,1,,,,,,,,,
3087,13,208,39,116_boots_caramels.png,0.95,102_propercorn_worcester.png,0.35,1,2777,100,1229,2,778,842,1620,2,2,-0.6,-0.636445827,0.6,-0.299493024,0.936846655,-0.184265396,0.58,0.58,1.16,1.3,0.58,0.58,0.35,0.95,1,-2.436894592,-1.923836163,-1.914359884,-0.789266492,-1.871697047,-1.871743717,-0.192060504,0.744191725,0.744191725,1,1,0,1,,,,,,,,,
3088,13,209,42,43_mccoys_steak_crisps.png,2.45,113_walkers_cheese.png,2.15,1,4617,0,2308,2,-397,2271,1874,3,2,-0.3,-0.318222914,0.3,-0.844025794,-2.816796036,1.291997285,5,5,10,4.6,5,5,2.15,2.45,1,1.145502557,1.714364031,0.917358897,1.452437153,0.882723112,0.876949089,0.677647439,-0.450412325,0.450412325,0,1,1,1,,,,,,,,,
3089,13,210,24,42_dairy_milk_fruit_and_nut.png,1.85,57_food_doctor_mild_korma_crisps.png,1.7,0,3374,0,1945,2,-1215,2099,884,2,1,-0.15,-0.159111457,0.15,-1.116292179,-2.816796036,0.294717659,5,1.08,6.08,3.55,5,1.08,1.85,1.7,0,-0.443071744,0.556754878,0.445405767,0.331585331,0.882723112,-1.560805617,-0.192060504,-1.282060081,1.282060081,0,1,1,1,,,,,,,,,
3090,13,211,16,13_fruit_pastilles.png,1.1,26_yorkie.png,1.4,0,2568,100,1837,2,-45,1285,1240,2,1,0.3,0.318222914,0.3,-0.844025794,0.936846655,-0.351949581,4.83,5,9.83,2.5,4.83,5,1.1,1.4,1,1.076610305,-0.600854275,-0.734477059,-0.116755398,0.776783875,0.876949089,-0.192060504,-0.092539452,0.092539452,1,1,0,1,,,,,,,,,
3091,13,212,56,29_mms_peanut.png,1.4,108_chilli_nuts.png,0.2,1,2761,100,3678,2,-546,1696,1150,2,2,-1.2,-1.272891655,1.2,0.789572517,0.936846655,-0.197102463,4.83,1.08,5.91,1.6,1.08,4.83,0.2,1.4,1,-0.511963997,-1.593090691,-2.150336449,-0.116755398,-1.560111056,0.771230135,-0.192060504,-0.601898285,0.601898285,1,1,1,1,,,,,,,,,
3092,13,213,48,55_bassetts_licorice_allsorts.png,1.7,113_walkers_cheese.png,2.15,1,3259,20,4099,2,1817,810,2627,2,2,0.45,0.477334371,0.45,-0.571759409,-2.066067498,0.202451241,4.83,5,9.83,3.85,5,4.83,2.15,1.7,0,1.076610305,0.88750035,0.917358897,0.331585331,0.882723112,0.771230135,-0.192060504,1.800526711,1.800526711,0,1,0,1,,,,,,,,,
3093,13,214,45,5_caramello.png,2,24_twix.png,1.85,0,2754,0,1717,2,-422,1428,1006,2,1,-0.15,-0.159111457,0.15,-1.116292179,-2.816796036,-0.20271868,5,5,10,3.85,5,5,2,1.85,0,1.145502557,0.88750035,0.681382332,0.555755695,0.882723112,0.876949089,-0.192060504,-0.475829432,0.475829432,0,0,0,1,,,,,,,,,
3094,13,215,54,41_jelly_babies_berry_mix.png,0.5,57_food_doctor_mild_korma_crisps.png,1.7,0,2407,100,3003,2,-977,1690,713,3,1,1.2,1.272891655,1.2,0.789572517,0.936846655,-0.481122566,3.83,1.08,4.91,2.2,3.83,1.08,0.5,1.7,1,-0.917212543,-0.931599747,-1.678383319,0.331585331,0.153611893,-1.560805617,0.677647439,-1.040089218,1.040089218,1,1,0,1,,,,,,,,,
3095,13,216,18,51_smarties.png,1.1,38_milkybar.png,0.95,1,4312,90,2196,2,-396,2332,1936,4,2,-0.15,-0.159111457,0.15,-1.116292179,0.561482386,1.047290699,4.83,4.83,9.66,2.05,4.83,4.83,0.95,1.1,1,1.007718052,-1.096972483,-0.970453624,-0.565096127,0.776783875,0.771230135,1.547355381,-0.449395641,0.449395641,1,1,0,1,,,,,,,,,
3096,13,217,49,56_marshmallows.png,1.25,63_kitkat.png,2.15,0,3624,96,1818,2,-634,2386,1752,3,1,0.9,0.954668741,0.9,0.245039747,0.786700947,0.495296827,3.83,5,8.83,3.4,3.83,5,1.25,2.15,1,0.671361758,0.391382142,-0.498500494,1.004096424,0.153611893,0.876949089,0.677647439,-0.691366504,0.691366504,1,0,1,1,,,,,,,,,
3097,13,218,19,2_maynards_winegums.png,0.35,56_marshmallows.png,1.25,0,3939,50,2217,2,-1288,2452,1164,2,1,0.9,0.954668741,0.9,0.245039747,-0.939974691,0.74802658,1.83,3.83,5.66,1.6,1.83,3.83,0.35,1.25,1,-0.613276133,-1.593090691,-1.914359884,-0.340925763,-1.09273207,0.149353934,-0.192060504,-1.356278035,1.356278035,0,1,1,1,,,,,,,,,
3098,13,219,37,48_mentos_mint.png,0.8,34_hobnob_flapjack.png,0.95,1,2407,86,3778,2,291,998,1289,2,2,0.15,0.159111457,0.15,-1.116292179,0.411336678,-0.481122566,3.08,2.58,5.66,1.75,2.58,3.08,0.95,0.8,0,-0.613276133,-1.427717955,-0.970453624,-1.013436856,-0.625353084,-0.317053216,-0.192060504,0.249066472,0.249066472,0,1,0,1,,,,,,,,,
3099,13,220,55,102_propercorn_worcester.png,0.35,32_snickers.png,2.3,0,1780,100,920,2,-565,953,388,3,1,1.95,2.068448939,1.95,2.150904442,0.936846655,-0.984175121,0.58,5,5.58,2.65,0.58,5,0.35,2.3,1,-0.645696017,-0.435481538,-1.914359884,1.228266789,-1.871697047,0.876949089,0.677647439,-0.621215287,0.621215287,1,0,1,1,,,,,,,,,
3100,13,221,21,50_nakd_rhubarb_and_custard.png,2,27_mars.png,2,0,2525,16,1923,2,-665,1303,638,2,1,0,6.87E-18,0,-1.388558564,-2.216213205,-0.386449198,4.83,5,9.83,4,4.83,5,2,2,1,1.076610305,1.052873087,0.681382332,0.77992606,0.776783875,0.876949089,-0.192060504,-0.722883717,0.722883717,0,0,0,1,,,,,,,,,
3101,13,222,50,44_walkers_french_fries.png,1.55,15_jacobs_mini_cheddars.png,2.3,0,1833,100,1867,2,-568,1516,948,1,1,0.75,0.795557284,0.75,-0.027226639,0.936846655,-0.941652337,4.33,4.83,9.16,3.85,4.33,4.83,1.55,2.3,1,0.805093779,0.88750035,-0.026547364,1.228266789,0.465197884,0.771230135,-1.061768447,-0.62426534,0.62426534,1,0,0,1,,,,,,,,,
3102,13,223,23,32_snickers.png,2.3,36_nature_valley_protein_bars.png,2,0,3869,6,1845,2,1135,1110,2245,2,1,-0.3,-0.318222914,0.3,-0.844025794,-2.591577475,0.691864412,5,4.33,9.33,4.3,5,4.33,2.3,2,0,0.873986031,1.383618559,1.153335462,0.77992606,0.882723112,0.460292034,-0.192060504,1.10714802,1.10714802,0,1,0,1,,,,,,,,,
3103,13,224,51,52_discos_salt_vinegar.png,0.65,24_twix.png,1.85,0,1386,100,901,2,-152,1070,918,1,1,1.2,1.272891655,1.2,0.789572517,0.936846655,-1.300287891,2.33,5,7.33,2.5,2.33,5,0.65,1.85,1,0.063488939,-0.600854275,-1.442406754,0.555755695,-0.781146079,0.876949089,-1.061768447,-0.201324672,0.201324672,1,0,0,1,,,,,,,,,
3104,13,225,25,40_nestle_rolo.png,1.85,109_kp_roast.png,2.45,1,2312,100,2631,2,975,914,1889,2,2,0.6,0.636445827,0.6,-0.299493024,0.936846655,-0.55734265,5,4.83,9.83,4.3,4.83,5,2.45,1.85,0,1.076610305,1.383618559,1.389312027,0.555755695,0.776783875,0.876949089,-0.192060504,0.944478532,0.944478532,1,1,0,1,,,,,,,,,
3105,13,226,30,62_cadbury_wispa.png,2.45,51_smarties.png,1.1,1,2880,94,2631,2,533,1072,1605,2,2,-1.35,-1.432003112,1.35,1.061838902,0.711628093,-0.101626779,5,4.83,9.83,3.55,4.83,5,1.1,2.45,1,1.076610305,0.556754878,-0.734477059,1.452437153,0.776783875,0.876949089,-0.192060504,0.495104072,0.495104072,1,0,0,1,,,,,,,,,
3106,13,227,20,110_bombay_mix.png,1.25,35_mms_plain.png,1.55,1,2177,94,2341,2,427,632,1059,1,2,0.3,0.318222914,0.3,-0.844025794,0.711628093,-0.665655401,0.83,3.83,4.66,2.8,3.83,0.83,1.55,1.25,0,-1.01852468,-0.270108802,-0.026547364,-0.340925763,0.153611893,-1.716274667,-1.061768447,0.387335537,0.387335537,1,1,1,1,,,,,,,,,
3107,13,228,47,47_daim.png,1.55,58_walnut_whip.png,1.7,1,3649,98,2114,2,1027,1236,2263,3,2,0.15,0.159111457,0.15,-1.116292179,0.861773801,0.515354744,0.08,5,5.08,3.25,5,0.08,1.7,1.55,0,-0.84832029,0.226009406,0.209429201,0.107414966,0.882723112,-2.182681817,0.677647439,0.997346115,0.997346115,1,0,1,1,,,,,,,,,
3108,13,229,32,27_mars.png,2,29_mms_peanut.png,1.4,1,1952,100,2020,2,562,556,1118,1,2,-0.6,-0.636445827,0.6,-0.299493024,0.936846655,-0.846176653,5,4.83,9.83,3.4,4.83,5,1.4,2,1,1.076610305,0.391382142,-0.262523929,0.77992606,0.776783875,0.876949089,-1.061768447,0.524587917,0.524587917,1,0,0,1,,,,,,,,,
3109,13,230,53,111_propercorn_sweetnsalty.png,0.95,19_pistachios.png,2.15,1,3193,80,2108,2,979,1132,2111,2,2,1.2,1.272891655,1.2,0.789572517,0.186118117,0.14949834,0.83,2.33,3.16,3.1,2.33,0.83,2.15,0.95,0,-1.626397499,0.06063667,0.917358897,-0.789266492,-0.781146079,-1.716274667,-0.192060504,0.948545269,0.948545269,0,0,1,1,,,,,,,,,
3110,13,231,46,25_wonderful_almonds.png,0.5,50_nakd_rhubarb_and_custard.png,2,0,2475,54,2324,2,351,1059,1410,2,1,1.5,1.591114568,1.5,1.334105287,-0.789828983,-0.426565032,1.83,4.83,6.66,2.5,1.83,4.83,0.5,2,1,-0.208027587,-0.600854275,-1.678383319,0.77992606,-1.09273207,0.771230135,-0.192060504,0.31006753,0.31006753,0,1,0,1,,,,,,,,,
3111,13,232,41,103_nakd_berry.png,1.7,23_kp_grazing_mix.png,1.7,1,2149,86,1936,2,1062,672,1734,2,2,0,6.87E-18,0,-1.388558564,0.411336678,-0.688120268,3.83,0.83,4.66,3.4,0.83,3.83,1.7,1.7,1,-1.01852468,0.391382142,0.209429201,0.331585331,-1.715904051,0.149353934,-0.192060504,1.032930066,1.032930066,0,1,0,1,,,,,,,,,
3112,13,233,38,54_milkyway_magic_stars.png,0.8,111_propercorn_sweetnsalty.png,0.95,0,1594,48,2485,2,-956,1300,344,1,1,0.15,0.159111457,0.15,-1.116292179,-1.015047544,-1.133406022,1.83,0.83,2.66,1.75,1.83,0.83,0.8,0.95,1,-1.829021772,-1.427717955,-1.206430189,-0.789266492,-1.09273207,-1.716274667,-1.061768447,-1.018738848,1.018738848,0,1,0,1,,,,,,,,,
3113,13,234,52,34_hobnob_flapjack.png,0.95,14_maltesers.png,1.85,1,2011,96,1517,2,119,990,1109,1,2,0.9,0.954668741,0.9,0.245039747,0.786700947,-0.798839969,2.58,4.58,7.16,2.8,4.58,2.58,1.85,0.95,0,-0.005403314,-0.270108802,0.445405767,-0.789266492,0.62099088,-0.627991316,-1.061768447,0.074196773,0.074196773,1,1,0,1,,,,,,,,,
3114,13,235,40,115_shapers_blueberry.png,1.7,25_wonderful_almonds.png,0.5,1,1903,100,1630,2,787,810,1597,2,2,-1.2,-1.272891655,1.2,0.789572517,0.936846655,-0.88549017,3.08,1.83,4.91,2.2,1.83,3.08,0.5,1.7,1,-0.917212543,-0.931599747,-1.678383319,0.331585331,-1.09273207,-0.317053216,-0.192060504,0.753341884,0.753341884,1,1,0,1,,,,,,,,,
3115,13,236,29,23_kp_grazing_mix.png,1.7,110_bombay_mix.png,1.25,0,2093,100,1435,2,-521,1233,712,2,1,-0.45,-0.477334371,0.45,-0.571759409,0.936846655,-0.733050002,0.83,0.83,1.66,2.95,0.83,0.83,1.7,1.25,0,-2.234270318,-0.104736066,0.209429201,-0.340925763,-1.715904051,-1.716274667,-0.192060504,-0.576481178,0.576481178,1,0,1,1,,,,,,,,,
3116,13,237,13,42_dairy_milk_fruit_and_nut.png,1.85,35_mms_plain.png,1.55,1,1776,54,2660,2,127,700,827,1,2,-0.3,-0.318222914,0.3,-0.844025794,-0.789828983,-0.987384388,5,3.83,8.83,3.4,3.83,5,1.55,1.85,1,0.671361758,0.391382142,-0.026547364,0.555755695,0.153611893,0.876949089,-1.061768447,0.082330247,0.082330247,0,1,0,1,,,,,,,,,
3117,13,238,44,117_yogurt_raisins.png,2,11_lindt_orange.png,2.45,1,2006,42,2234,2,378,710,1088,1,2,0.45,0.477334371,0.45,-0.571759409,-1.240266106,-0.802851552,1.33,3.83,5.16,4.45,3.83,1.33,2.45,2,0,-0.815900406,1.548991295,1.389312027,0.77992606,0.153611893,-1.405336567,-1.061768447,0.337518006,0.337518006,0,0,0,1,,,,,,,,,
3118,13,239,26,20_crunch.png,1.7,13_fruit_pastilles.png,1.1,1,3972,48,1920,2,-893,2396,1503,1,2,-0.6,-0.636445827,0.6,-0.299493024,-1.015047544,0.77450303,2.58,4.83,7.41,2.8,4.83,2.58,1.1,1.7,1,0.095908823,-0.270108802,-0.734477059,0.331585331,0.776783875,-0.627991316,-1.061768447,-0.954687737,0.954687737,0,1,0,1,,,,,,,,,
3119,13,240,14,45_gb_ginger.png,2.75,107_graze_scream.png,1.4,0,2425,50,1892,2,173,883,1056,2,1,-1.35,-1.432003112,1.35,1.061838902,-0.939974691,-0.466680866,5,0.83,5.83,4.15,5,0.83,2.75,1.4,0,-0.54438388,1.218245823,1.861265157,-0.116755398,0.882723112,-1.716274667,-0.192060504,0.129097725,0.129097725,0,1,0,1,,,,,,,,,
3120,14,1,32,27_mars.png,0.8,25_wonderful_almonds.png,1.85,0,2760,78,1764,1,-449,1401,952,3,1,1.05,1.285339606,1.05,0.808796232,0.487517666,0.122760653,5,1.33,6.33,2.65,5,1.33,0.8,1.85,0,0.539846745,0.338863797,-0.646635827,1.110371144,1.338772636,-0.627208811,0.418056581,-0.440879044,0.440879044,1,1,0,0,,,,,,,,,
3121,14,2,23,15_jacobs_mini_cheddars.png,1.1,56_marshmallows.png,1.1,1,5105,20,1745,1,816,1734,2550,4,2,0,2.43E-17,0,-1.150979253,-1.030658152,2.144878361,3.08,0.08,3.16,2.2,0.08,3.08,1.1,1.1,1,-0.723426519,-0.193073559,-0.129327165,-0.148235946,-1.250787251,0.295997541,1.178159455,1.24115066,1.24115066,0,1,1,1,,,,,,,,,
3122,14,3,20,26_yorkie.png,0.95,58_walnut_whip.png,0.8,1,4853,28,4204,1,-554,2268,1714,3,2,-0.15,-0.183619944,0.15,-0.871011327,-0.821254591,1.92757616,3.33,0.08,3.41,1.75,0.08,3.33,0.8,0.95,0,-0.62379929,-0.725010915,-0.646635827,-0.399957364,-1.250787251,0.427884163,0.418056581,-0.580494158,0.580494158,0,0,1,1,,,,,,,,,
3123,14,4,36,30_starburst_original.png,0.65,31_beef_jerky.png,0.35,0,3052,100,1421,1,-178,1272,1094,2,1,-0.3,-0.367239887,0.3,-0.5910434,1.063377458,0.374555268,3.83,0.08,3.91,1,3.83,0.08,0.65,0.35,1,-0.424544832,-1.611573175,-0.905290158,-1.406843036,0.722962663,-1.286641919,-0.342046293,-0.080539084,0.080539084,1,1,0,1,,,,,,,,,
3124,14,5,56,102_propercorn_worcester.png,0.95,64_nestle_aero_mint.png,0.5,1,5478,84,2445,1,-316,2890,2574,5,2,-0.45,-0.550859831,0.45,-0.311075474,0.644570336,2.466520112,3.58,2.33,5.91,1.45,2.33,3.58,0.5,0.95,0,0.372473,-1.079635819,-1.163944488,-0.399957364,-0.066537303,0.559770785,1.938262329,-0.264033233,0.264033233,1,1,0,1,,,,,,,,,
3125,14,6,57,55_bassetts_licorice_allsorts.png,0.65,10_hula_hoops_bbq_beef.png,0.8,1,2862,24,2910,1,650,1154,1804,2,2,0.15,0.183619944,0.15,-0.871011327,-0.925956371,0.210716306,0.33,0.58,0.91,1.45,0.58,0.33,0.8,0.65,1,-1.62007158,-1.079635819,-0.646635827,-0.9034002,-0.987620596,-1.154755297,-0.342046293,1.020425814,1.020425814,0,1,0,1,,,,,,,,,
3126,14,7,60,24_twix.png,0.9,53_eat_natural_almond_apricot.png,0.95,1,2763,64,351,1,803,966,1769,3,2,0.05,0.061206648,0.05,-1.057656611,0.121061434,0.125347584,4.83,5,9.83,1.85,5,4.83,0.95,0.9,1,1.934627951,-0.606802613,-0.387981496,-0.483864503,1.338772636,1.219203893,0.418056581,1.223864979,1.223864979,0,1,1,1,,,,,,,,,
3127,14,8,26,26_yorkie.png,0.95,110_bombay_mix.png,2.6,1,3249,84,2003,1,187,1594,1781,4,2,1.65,2.01981938,1.65,1.928667938,0.644570336,0.544430401,3.33,0.58,3.91,3.55,0.58,3.33,2.6,0.95,1,-0.424544832,1.402738509,2.457216142,-0.399957364,-0.987620596,0.427884163,1.178159455,0.404789645,0.404789645,1,1,0,1,,,,,,,,,
3128,14,9,21,108_chilli_nuts.png,1.1,104_graze_sriracha.png,1.25,1,5690,22,2257,1,1448,2286,3734,4,2,0.15,0.183619944,0.15,-0.871011327,-0.978307262,2.6493299,2.33,0.08,2.41,2.35,0.08,2.33,1.25,1.1,1,-1.022308206,-0.015761107,0.129327165,-0.148235946,-1.250787251,-0.099662324,1.178159455,2.081500679,2.081500679,0,1,0,1,,,,,,,,,
3129,14,10,17,33_walkers_smoky_bacon.png,0.8,54_milkyway_magic_stars.png,0.5,1,2140,84,2681,1,653,878,1531,2,2,-0.3,-0.367239887,0.3,-0.5910434,0.644570336,-0.411871747,1.83,5,6.83,1.3,5,1.83,0.5,0.8,0,0.739101203,-1.256948271,-1.163944488,-0.651678782,1.338772636,-0.363435567,-0.342046293,1.024414817,1.024414817,1,0,1,1,,,,,,,,,
3130,14,11,59,47_daim.png,0.5,27_mars.png,0.8,1,2729,70,2094,1,1307,770,2077,1,2,0.3,0.367239887,0.3,-0.5910434,0.278114104,0.096029033,0.33,5,5.33,1.3,5,0.33,0.8,0.5,1,0.141337829,-1.256948271,-0.646635827,-1.155121618,1.338772636,-1.154755297,-1.102149168,1.894017526,1.894017526,0,0,0,1,,,,,,,,,
3131,14,12,34,31_beef_jerky.png,0.35,2_maynards_winegums.png,1.55,1,1517,94,1108,1,385,976,1361,1,2,1.2,1.468959549,1.2,1.088764159,0.906324788,-0.949091078,0.08,3.83,3.91,1.9,3.83,0.08,1.55,0.35,1,-0.424544832,-0.547698463,0.646635827,-1.406843036,0.722962663,-1.286641919,-1.102149168,0.66806386,0.66806386,1,1,1,1,,,,,,,,,
3132,14,13,8,35_mms_plain.png,2,58_walnut_whip.png,0.8,0,2032,32,3688,1,-32,1372,1340,1,1,-1.2,-1.468959549,1.2,1.088764159,-0.71655281,-0.505001262,5,0.08,5.08,2.8,5,0.08,2,0.8,1,0.0417106,0.516176249,1.422598819,-0.651678782,1.338772636,-1.286641919,-1.102149168,0.113592408,0.113592408,0,0,1,1,,,,,,,,,
3133,14,14,6,20_crunch.png,1.1,23_kp_grazing_mix.png,0.95,0,4849,46,2658,1,336,2018,2354,5,1,-0.15,-0.183619944,0.15,-0.871011327,-0.350096579,1.924126919,0,0,0,2.05,0,0,1.1,0.95,1,-1.982714693,-0.370386011,-0.129327165,-0.399957364,-1.292893916,-1.328845638,1.938262329,0.60291014,0.60291014,0,1,1,1,,,,,,,,,
3134,14,15,5,50_nakd_rhubarb_and_custard.png,1.55,39_milkyway.png,1.25,0,2284,98,1267,1,-779,1363,584,1,1,-0.3,-0.367239887,0.3,-0.5910434,1.011026568,-0.28769906,5,5,10,2.8,5,5,1.55,1.25,1,2.002374467,0.516176249,0.646635827,0.103485472,1.338772636,1.308886796,-1.102149168,-0.879669402,0.879669402,1,0,0,1,,,,,,,,,
3135,14,16,22,19_pistachios.png,2.6,14_maltesers.png,2.75,0,3563,52,2117,1,-613,1785,1172,4,1,0.15,0.183619944,0.15,-0.871011327,-0.193043908,0.815195843,1.08,4.08,5.16,5.35,1.08,4.08,2.6,2.75,0,0.073591313,3.530487933,2.457216142,2.620699652,-0.724453941,0.823544028,1.178159455,-0.658944555,0.658944555,0,0,1,1,,,,,,,,,
3136,14,17,27,53_eat_natural_almond_apricot.png,0.95,32_snickers.png,1.4,0,2064,100,2297,1,-119,886,767,2,1,0.45,0.550859831,0.45,-0.311075474,1.063377458,-0.477407332,5,5,10,2.35,5,5,0.95,1.4,0,2.002374467,-0.015761107,-0.387981496,0.35520689,1.338772636,1.308886796,-0.342046293,-0.002088686,0.002088686,1,1,1,1,,,,,,,,,
3137,14,18,18,44_walkers_french_fries.png,0.8,62_cadbury_wispa.png,0.8,0,3308,50,2171,1,652,1675,2327,3,1,0,2.43E-17,0,-1.150979253,-0.245394798,0.595306711,1.33,4.08,5.41,1.6,1.33,4.08,0.8,0.8,1,0.173218542,-0.902323367,-0.646635827,-0.651678782,-0.592870613,0.823544028,0.418056581,1.023085149,1.023085149,0,1,0,1,,,,,,,,,
3138,14,19,9,112_lindt_extra_creamy.png,2,57_food_doctor_mild_korma_crisps.png,0.95,0,2133,82,1868,1,461,1213,1674,3,1,-1.05,-1.285339606,1.05,0.808796232,0.592219446,-0.417907919,4.33,1.08,5.41,2.95,4.33,1.08,2,0.95,1,0.173218542,0.693488701,1.422598819,-0.399957364,0.986129318,-0.759095432,0.418056581,0.769118609,0.769118609,1,0,0,1,,,,,,,,,
3139,14,20,31,115_shapers_blueberry.png,0.95,29_mms_peanut.png,2.6,1,2093,30,3382,1,786,1044,1830,2,2,1.65,2.01981938,1.65,1.928667938,-0.768903701,-0.452400332,0,5,5,3.55,5,0,2.6,0.95,1,0.009829887,1.402738509,2.457216142,-0.399957364,1.338772636,-1.328845638,-0.342046293,1.201260628,1.201260628,0,0,0,1,,,,,,,,,
3140,14,21,53,111_propercorn_sweetnsalty.png,0.95,59_crunchie.png,0.8,0,2719,70,2047,1,-763,1824,1061,1,1,-0.15,-0.183619944,0.15,-0.871011327,0.278114104,0.08740593,5,0.83,5.83,1.75,5,0.83,0.95,0.8,1,0.340592287,-0.725010915,-0.387981496,-0.651678782,1.338772636,-0.890982054,-1.102149168,-0.858394718,0.858394718,0,1,0,1,,,,,,,,,
3141,14,22,30,34_hobnob_flapjack.png,0.8,14_maltesers.png,2.75,1,2134,80,1708,1,1057,772,1829,2,2,1.95,2.387059268,1.95,2.488603791,0.539868556,-0.417045609,0.33,4.08,4.41,3.55,4.08,0.33,2.75,0.8,1,-0.225290374,1.402738509,2.715870473,-0.651678782,0.854545991,-1.154755297,-0.342046293,1.561600588,1.561600588,1,0,0,1,,,,,,,,,
3142,14,23,29,24_twix.png,0.9,104_graze_sriracha.png,1.25,0,3938,44,1592,1,-125,1701,1576,4,1,0.35,0.428446535,0.35,-0.497720758,-0.402447469,1.138562214,4.83,0.08,4.91,2.15,4.83,0.08,0.9,1.25,0,-0.026035916,-0.252177709,-0.474199606,0.103485472,1.249295973,-1.286641919,1.178159455,-0.010066693,0.010066693,0,0,1,1,,,,,,,,,
3143,14,24,58,59_crunchie.png,0.8,52_discos_salt_vinegar.png,0.5,0,2338,100,2190,1,364,853,1217,2,1,-0.3,-0.367239887,0.3,-0.5910434,1.063377458,-0.241134303,0.83,0.33,1.16,1.3,0.83,0.33,0.8,0.5,1,-1.520444351,-1.256948271,-0.646635827,-1.155121618,-0.856037268,-1.154755297,-0.342046293,0.640140837,0.640140837,1,0,1,1,,,,,,,,,
3144,14,25,2,116_boots_caramels.png,1.55,107_graze_scream.png,2.15,1,4431,50,1139,1,1262,1696,2958,2,2,0.6,0.734479775,0.6,-0.031107547,-0.245394798,1.563681203,0.33,2.08,2.41,3.7,2.08,0.33,2.15,1.55,1,-1.022308206,1.580050961,1.68125315,0.606928308,-0.19812063,-1.154755297,-0.342046293,1.834182477,1.834182477,0,0,0,0,,,,,,,,,
3145,14,26,3,38_milkybar.png,1.85,20_crunch.png,1.1,0,3701,48,2420,1,-20,1968,1948,4,1,-0.75,-0.918099718,0.75,0.248860379,-0.297745688,0.934194668,4.58,0,4.58,2.95,4.58,0,1.85,1.1,1,-0.157543858,0.693488701,1.163944488,-0.148235946,1.117712646,-1.328845638,1.178159455,0.129548421,0.129548421,0,1,0,0,,,,,,,,,
3146,14,27,35,109_kp_roast.png,0.8,42_dairy_milk_fruit_and_nut.png,1.1,1,3714,66,2017,1,-952,2638,1686,4,2,0.3,0.367239887,0.3,-0.5910434,0.173412324,0.945404702,0.83,3.83,4.66,1.9,3.83,0.83,1.1,0.8,1,-0.125663145,-0.547698463,-0.129327165,-0.651678782,0.722962663,-0.890982054,1.178159455,-1.109701923,1.109701923,0,1,1,0,,,,,,,,,
3147,14,28,24,5_caramello.png,0.95,103_nakd_berry.png,1.1,1,2911,96,2510,1,1915,766,2681,2,2,0.15,0.183619944,0.15,-0.871011327,0.958675678,0.252969512,0.33,4.33,4.66,2.05,4.33,0.33,1.1,0.95,1,-0.125663145,-0.370386011,-0.129327165,-0.399957364,0.986129318,-1.154755297,-0.342046293,2.702455518,2.702455518,1,0,1,0,,,,,,,,,
3148,14,29,55,40_nestle_rolo.png,1.55,13_fruit_pastilles.png,0.95,0,2926,100,1300,1,482,1522,2004,7,1,-0.6,-0.734479775,0.6,-0.031107547,1.063377458,0.265904167,3.33,4.08,7.41,2.5,3.33,4.08,1.55,0.95,1,0.970236374,0.161551345,0.646635827,-0.399957364,0.459796008,0.823544028,3.458468078,0.797041632,0.797041632,1,0,1,0,,,,,,,,,
3149,14,30,10,116_boots_caramels.png,1.55,30_starburst_original.png,0.65,0,4004,72,1479,1,-884,2454,1570,3,1,-0.9,-1.101719662,0.9,0.528828306,0.330464995,1.195474695,0.33,3.83,4.16,2.2,0.33,3.83,1.55,0.65,1,-0.324917603,-0.193073559,0.646635827,-0.9034002,-1.119203923,0.691657406,0.418056581,-1.019284516,1.019284516,1,0,0,0,,,,,,,,,
3150,14,31,19,34_hobnob_flapjack.png,0.8,18_galaxy_bar.png,0.8,1,3017,72,1499,1,-567,1908,1341,3,2,0,2.43E-17,0,-1.150979253,0.330464995,0.344374406,0.33,4.08,4.41,1.6,4.08,0.33,0.8,0.8,1,-0.225290374,-0.902323367,-0.646635827,-0.651678782,0.854545991,-1.154755297,0.418056581,-0.597779839,0.597779839,1,1,0,0,,,,,,,,,
